gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass	iBAQ_W3110	iBAQ_W3110_cumulative_abundance	iBAQ_Step04	iBAQ_Step04_cumulative_abundance	iBAQ_Step05	iBAQ_Step05_cumulative_abundance	iBAQ_Step09	iBAQ_Step09_cumulative_abundance	iBAQ_Step10	iBAQ_Step10_cumulative_abundance
b0009	9306	9893	1	gene		9306	0	P0AF03				4.591655779049254e-07			0.6540434194691748	3.888643635891783e-05	0.005369622914881213	4.112984310157802e-05	0.005976938482461895	2.8309742946428685e-05	0.007839849207523869	5.6237954456104325e-05	0.008259210777918557	4.965307176067246e-05	0.00870426526037945
b0010	9928	10494	-1	gene		9928	0	P0AC98				4.591655779049254e-07			0.6540438786347527	-8.183979433198816e-07	0.005408509351240131	-3.5644883571869115e-07	0.006018068325563473	-0.0	0.007868158950470298	-0.0	0.008315448732374662	-0.0	0.008753918332140122
b0011	10643	11356	-1	gene		10643	0	P75617				4.591655779049254e-07			0.6540443378003306	-8.183979433198816e-07	0.005407690953296811	-3.5644883571869115e-07	0.006017711876727755	-0.0	0.007868158950470298	-0.0	0.008315448732374662	-0.0	0.008753918332140122
b0013	11382	11786	-1	gene		11382	0	P28696				4.591655779049254e-07			0.6540447969659084	-8.183979433198816e-07	0.005406872555353491	-3.5644883571869115e-07	0.006017355427892036	-0.0	0.007868158950470298	-0.0	0.008315448732374662	-0.0	0.008753918332140122
PM00316	12048	12162	1	promoter	[b0014, b0015]	12048	0					4.591655779049254e-07			0.6540452561314863	-8.183979433198816e-07	0.00540605415741017	-3.5644883571869115e-07	0.006016998979056318	-0.0	0.007868158950470298	-0.0	0.008315448732374662	-0.0	0.008753918332140122
b0014	12163	14079	1	gene		12163	0	P0A6Y8	Chaperone protein dnaK OS=Escherichia coli (strain K12) GN=dnaK PE=1 SV=2	dnaK	Cytoplasm	2.114441455149417	2.133413986320252	2.2363928690562127	0.6540457152970642	0.001854927095990756	0.00540523575946685	0.002194623002708113	0.006016642530220599	0.002372540401668965	0.007868158950470298	0.0023387975699429658	0.008315448732374662	0.0024855073315761004	0.008753918332140122
b0015	14168	15298	1	gene		14168	0	P08622	Chaperone protein dnaJ OS=Escherichia coli (strain K12) GN=dnaJ PE=1 SV=3	dnaJ	Cytoplasm	0.04693180647397386	0.04663530395802948	0.05045943262516426	2.7684871704464817	0.00010269658731885815	0.007260162855457606	0.00015838079940642028	0.008211265532928712	0.00017599779977346813	0.010240699352139263	0.00014308875428345293	0.010654246302317628	0.00018439346031464088	0.011239425663716222
b0016	15445	16557	1	gene		15445	0	P0CF91				4.591655779049254e-07			2.8154189769204554	-8.183979433198816e-07	0.007362859442776464	-3.5644883571869115e-07	0.008369646332335133	-0.0	0.010416697151912731	-0.0	0.010797335056601081	-0.0	0.011423819124030862
b0018	16751	16960	-1	gene		16751	0	P33236				4.591655779049254e-07			2.8154194360860334	-8.183979433198816e-07	0.007362041044833144	-3.5644883571869115e-07	0.008368933434663696	-0.0	0.010416697151912731	-0.0	0.010797335056601081	-0.0	0.011423819124030862
b4412	16751	16903	-1	gene		16960	1	P0ACG4				4.591655779049254e-07			2.8154198952516114	-8.183979433198816e-07	0.0073612226468898236	-3.5644883571869115e-07	0.008369289883499414	-0.0	0.010416697151912731	-0.0	0.010797335056601081	-0.0	0.011423819124030862
b4413	16952	17006	1	gene		16960	0					4.591655779049254e-07			2.8154203544171894	-8.183979433198816e-07	0.007360404248946503	-3.5644883571869115e-07	0.008368576985827977	-0.0	0.010416697151912731	-0.0	0.010797335056601081	-0.0	0.011423819124030862
b0019	17489	18655	1	gene		17489	0	P13738				4.591655779049254e-07			2.8154208135827674	-8.183979433198816e-07	0.007359585851003183	-3.5644883571869115e-07	0.008368220536992259	-0.0	0.010416697151912731	-0.0	0.010797335056601081	-0.0	0.011423819124030862
b0020	18715	19620	1	gene		18715	0	P0A9G2				4.591655779049254e-07			2.8154212727483454	-8.183979433198816e-07	0.007358767453059863	-3.5644883571869115e-07	0.00836786408815654	-0.0	0.010416697151912731	-0.0	0.010797335056601081	-0.0	0.011423819124030862
b0021	19811	20314	-1	gene		19811	0	P0CF25				4.591655779049254e-07			2.8154217319139234	-8.183979433198816e-07	0.007357949055116542	-3.5644883571869115e-07	0.008367507639320822	-0.0	0.010416697151912731	-0.0	0.010797335056601081	-0.0	0.011423819124030862
b0022	20233	20508	-1	gene		20314	0	P0CF07				4.591655779049254e-07			2.815422191079501	-8.183979433198816e-07	0.007357130657173222	-3.5644883571869115e-07	0.008367151190485103	-0.0	0.010416697151912731	-0.0	0.010797335056601081	-0.0	0.011423819124030862
b0023	20815	21078	-1	gene		20815	0	P0A7U7	30S ribosomal protein S20 OS=Escherichia coli (strain K12) GN=rpsT PE=1 SV=2	rpsT	Cytoplasm	0.4704343703722755	0.4346239323438462	0.4626712272243929	2.8154226502450794	0.009413651863373501	0.007356312259229902	0.011258283863937632	0.008366794741649385	0.00735779914240848	0.010416697151912731	0.008887920442616538	0.010797335056601081	0.009074929354610536	0.011423819124030862
PM0-8222	21079	21210	-1	promoter	[b0023]	21079	0					4.591655779049254e-07			3.285857020617355	-8.183979433198816e-07	0.016769964122603405	-3.5644883571869115e-07	0.019625078605587015	-0.0	0.01777449629432121	-0.0	0.019685255499217617	-0.0	0.020498748478641398
b0024	21181	21399	1	gene		21210	0	P75620				4.591655779049254e-07			3.285857479782933	-8.183979433198816e-07	0.016769145724660085	-3.5644883571869115e-07	0.019624722156751297	-0.0	0.01777449629432121	-0.0	0.019685255499217617	-0.0	0.020498748478641398
PM0-8866	21383	21406	1	promoter	[b0025, b0026, b0027, b0028, b0029]	21399	0					4.591655779049254e-07			3.2858579389485114	-8.183979433198816e-07	0.016768327326716764	-3.5644883571869115e-07	0.019624365707915578	-0.0	0.01777449629432121	-0.0	0.019685255499217617	-0.0	0.020498748478641398
b0025	21407	22348	1	gene		21407	0	P0AG40				4.591655779049254e-07			3.285858398114089	9.49504805230561e-06	0.016767508928773444	9.153242329635503e-06	0.01962400925907986	2.010398197191818e-05	0.01777449629432121	1.7421256281750807e-05	0.019685255499217617	1.1585536990287082e-05	0.020498748478641398
PM0-9552	21833	22390	1	promoter	[b0029, b0028, b0027, b0026]	22348	0					4.591655779049254e-07			3.2858588572796674	-8.183979433198816e-07	0.01677700397682575	-3.5644883571869115e-07	0.019633162501409496	-0.0	0.017794600276293128	-0.0	0.019702676755499367	-0.0	0.020510334015631685
b0026	22391	25207	1	gene		22391	0	P00956	Isoleucyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=ileS PE=1 SV=5	ileS	Cytoplasm	0.3748599907977855	0.3780899461397523	0.3744246537270105	3.285859316445245	0.000261135468116001	0.01677618557888243	0.0002841719921097541	0.019632806052573778	0.00031527905913815636	0.017794600276293128	0.000348241255180524	0.019702676755499367	0.00034060997632129726	0.020510334015631685
PM0-9328	25014	25206	1	promoter	[b0029, b0028, b0027]	25207	1					4.591655779049254e-07			3.6607193072430304	-8.183979433198816e-07	0.01703732104699843	-3.5644883571869115e-07	0.019916978044683533	-0.0	0.018109879335431286	-0.0	0.020050918010679892	-0.0	0.020850943991952982
b0027	25207	25701	1	gene		25207	0	P00804				4.591655779049254e-07			3.660719766408608	-8.183979433198816e-07	0.01703650264905511	-3.5644883571869115e-07	0.019916621595847814	-0.0	0.018109879335431286	-0.0	0.020050918010679892	-0.0	0.020850943991952982
b0028	25826	26275	1	gene		25826	0	P0AEM0				4.591655779049254e-07			3.6607202255741855	0.00013703305206351902	0.01703568425111179	0.00016269770253256983	0.019916265147012096	0.0001814196614169776	0.018109879335431286	0.0001770894153680643	0.020050918010679892	0.00015113031326844149	0.020850943991952982
b0029	26277	27227	1	gene		26277	0	P62623				4.591655779049254e-07			3.660720684739765	5.195833247693799e-05	0.01717271730317531	6.966238686576898e-05	0.020078962849544666	5.9292075253776315e-05	0.018291298996848265	6.009684622867257e-05	0.020228007426047957	6.266637329586594e-05	0.021002074305221424
b0030	27293	28207	1	gene		27293	0	P22564				4.591655779049254e-07			3.6607211439053424	-8.183979433198816e-07	0.017224675635652248	-3.5644883571869115e-07	0.020148625236410436	-0.0	0.018350591072102043	-0.0	0.02028810427227663	-0.0	0.02106474067851729
PM0-9557	28288	28373	1	promoter	[b0031]	28288	0					4.591655779049254e-07			3.66072160307092	-8.183979433198816e-07	0.017223857237708928	-3.5644883571869115e-07	0.020148268787574718	-0.0	0.018350591072102043	-0.0	0.02028810427227663	-0.0	0.02106474067851729
b0031	28374	29195	1	gene		28374	0	P04036	Dihydrodipicolinate reductase OS=Escherichia coli (strain K12) GN=dapB PE=1 SV=1	dapB	Cytoplasm	0.1469743266959885	0.14885869228505613	0.1447985833596966	3.6607220622364975	0.00031479468494813117	0.017223038839765607	0.00043451261590299166	0.020147912338739	0.00036174145827027476	0.018350591072102043	0.0002834449358661435	0.02028810427227663	0.00029742107645641354	0.02106474067851729
PM00151	29551	29650	1	promoter	[b0032, b0033]	29551	0					4.591655779049254e-07			3.8076963889324866	-8.183979433198816e-07	0.017537833524713737	-3.5644883571869115e-07	0.020582424954641992	-0.0	0.018712332530372317	-0.0	0.020571549208142772	-0.0	0.021362161754973703
b0032	29651	30799	1	gene		29651	0	P0A6F1	Carbamoyl-phosphate synthase small chain OS=Escherichia coli (strain K12) GN=carA PE=1 SV=1	carA	Cytoplasm	0.634904795642827	0.6459442426032354	0.6361261226631417	3.8076968480980646	0.0006277252669155085	0.017537015126770417	0.002229666518200279	0.020582068505806274	0.0015570548318372744	0.018712332530372317	0.001408429420614173	0.020571549208142772	0.0013752483670533106	0.021362161754973703
PM00319	30775	30816	1	promoter	[b0033]	30799	0					4.591655779049254e-07			4.4426016437408915	-8.183979433198816e-07	0.018164740393685926	-3.5644883571869115e-07	0.022811735024006553	-0.0	0.020269387362209592	-0.0	0.021979978628756947	-0.0	0.022737410122027013
b0033	30817	34038	1	gene		30817	0	P00968				4.591655779049254e-07			4.44260210290647	0.0005017743948196019	0.018163921995742606	0.001745985498046589	0.022811378575170835	0.0012117225655759467	0.020269387362209592	0.0011781972009889765	0.021979978628756947	0.001201820287622722	0.022737410122027013
PM338	34218	34299	1	promoter	[b0034]	34218	0					4.591655779049254e-07			4.442602562072048	-8.183979433198816e-07	0.018665696390562207	-3.5644883571869115e-07	0.024557364073217423	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0034	34300	34695	1	gene		34300	0	P0AE58				4.591655779049254e-07			4.442603021237625	-8.183979433198816e-07	0.018664877992618886	-3.5644883571869115e-07	0.024557007624381705	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0035	34781	35371	-1	gene		34781	0	P39206				4.591655779049254e-07			4.4426034804032035	-8.183979433198816e-07	0.018664059594675566	-3.5644883571869115e-07	0.024556651175545986	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0036	35377	36162	-1	gene		35377	0	P31551				4.591655779049254e-07			4.44260393956878	-8.183979433198816e-07	0.018663241196732246	-3.5644883571869115e-07	0.024556294726710268	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0037	36271	37824	-1	gene		36271	0	P31552				4.591655779049254e-07			4.442604398734359	-8.183979433198816e-07	0.018662422798788925	-3.5644883571869115e-07	0.02455593827787455	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0038	37898	39115	-1	gene		37898	0	P31572				4.591655779049254e-07			4.442604857899934	-8.183979433198816e-07	0.018661604400845605	-3.5644883571869115e-07	0.02455558182903883	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0039	39244	40386	-1	gene		39244	0	P60584				4.591655779049254e-07			4.442605317065513	-8.183979433198816e-07	0.018660786002902285	-3.5644883571869115e-07	0.024555225380203112	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0040	40417	41931	-1	gene		40417	0	P31553				4.591655779049254e-07			4.4426057762310895	-8.183979433198816e-07	0.018659967604958964	-3.5644883571869115e-07	0.024554868931367393	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
PM00528	41932	42037	-1	promoter	[b0035, b0036, b0037, b0038, b0039, b0040]	41932	0					4.591655779049254e-07			4.442606235396668	-8.183979433198816e-07	0.018659149207015644	-3.5644883571869115e-07	0.024554512482531675	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
PM339	42325	42402	1	promoter	[b0044, b0043, b0042, b0041]	42325	0					4.591655779049254e-07			4.4426066945622456	-8.183979433198816e-07	0.018658330809072324	-3.5644883571869115e-07	0.024554156033695956	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0041	42403	43173	1	gene		42403	0	P60566				4.591655779049254e-07			4.442607153727823	-8.183979433198816e-07	0.018657512411129003	-3.5644883571869115e-07	0.024553799584860238	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0042	43188	44129	1	gene		43188	0	P31574				4.591655779049254e-07			4.442607612893402	-8.183979433198816e-07	0.018656694013185683	-3.5644883571869115e-07	0.02455344313602452	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0043	44180	45466	1	gene		44180	0	P68644				4.591655779049254e-07			4.442608072058979	-8.183979433198816e-07	0.018655875615242363	-3.5644883571869115e-07	0.0245530866871888	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0044	45463	45750	1	gene		45466	0	P68646				4.591655779049254e-07			4.442608531224557	-8.183979433198816e-07	0.018655057217299043	-3.5644883571869115e-07	0.024552730238353082	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
PM0-10464	45592	45806	1	promoter	[b0045]	45750	0					4.591655779049254e-07			4.4426089903901325	-8.183979433198816e-07	0.018654238819355722	-3.5644883571869115e-07	0.024552373789517364	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0045	45807	47138	1	gene		45807	0	P31679				4.591655779049254e-07			4.442609449555711	-8.183979433198816e-07	0.018653420421412402	-3.5644883571869115e-07	0.024552017340681645	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0046	47246	47776	1	gene		47246	0	P0A754				4.591655779049254e-07			4.4426099087212885	-8.183979433198816e-07	0.01865260202346908	-3.5644883571869115e-07	0.024551660891845926	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0047	47769	49631	1	gene		47776	0	P03819	Glutathione-regulated potassium-efflux system protein kefC OS=Escherichia coli (strain K12) GN=kefC PE=1 SV=2	kefC	Cell inner membrane	0.00039448745401556457	0.00019359249523034864	0.00025131561928561	4.442610367886866	-8.183979433198816e-07	0.01865178362552576	-3.5644883571869115e-07	0.024551304443010208	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
PM00320	49799	49822	1	promoter	[b0048]	49799	0					4.591655779049254e-07			4.443004855340882	-8.183979433198816e-07	0.01865096522758244	-3.5644883571869115e-07	0.02455094799417449	-0.0	0.021481109927785538	-0.0	0.023158175829745924	-0.0	0.023939230409649737
b0048	49823	50302	1	gene		49823	0	P0ABQ4				4.591655779049254e-07			4.443005314506459	3.868762674407494e-05	0.01865014682963912	3.174318502893171e-05	0.02455059154533877	3.491948489837295e-05	0.021481109927785538	2.6591707659765046e-05	0.023158175829745924	2.7457338660693576e-05	0.023939230409649737
b0049	50380	51222	-1	gene		50380	0	P05637				4.591655779049254e-07			4.443005773672037	2.149102687593634e-05	0.018688834456383197	1.4978009950080725e-05	0.0245823347303677	1.3507194112882819e-05	0.02151602941268391	9.323663019820295e-06	0.023184767537405688	9.425339429580929e-06	0.02396668774831043
b0050	51229	51606	-1	gene		51229	0	P62672				4.591655779049254e-07			4.443006232837615	-8.183979433198816e-07	0.018710325483259134	-3.5644883571869115e-07	0.024597312740317782	-0.0	0.021529536606796792	-0.0	0.02319409120042551	-0.0	0.023976113087740013
PM0-5442	51607	52034	-1	promoter	[b0049, b0050]	51607	0					4.591655779049254e-07			4.443006692003191	-8.183979433198816e-07	0.018709507085315814	-3.5644883571869115e-07	0.024596956291482064	-0.0	0.021529536606796792	-0.0	0.02319409120042551	-0.0	0.023976113087740013
b0051	51609	52430	-1	gene		52034	0	P06992	Ribosomal RNA small subunit methyltransferase A OS=Escherichia coli (strain K12) GN=rsmA PE=1 SV=1	rsmA	Cytoplasm	0.012745992434463938	0.01274044803529487	0.012799541338110341	4.44300715116877	4.447224317164546e-05	0.018708688687372493	4.003812418220641e-05	0.024596599842646345	2.970114903301549e-05	0.021529536606796792	4.5358838105770204e-05	0.02319409120042551	3.4427266602257964e-05	0.023976113087740013
b0052	52427	53416	-1	gene		52430	0	P19624	4-hydroxythreonine-4-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=pdxA PE=1 SV=1	pdxA	Cytoplasm	0.011438975841378608	0.010485626448740109	0.010716102883703742	4.455753143603234	6.675461207129926e-05	0.01875316093054414	6.56518156810666e-05	0.02463663796682855	3.281671420065895e-05	0.021559237755829807	3.7376192201946974e-05	0.02323945003853128	3.926003692408518e-05	0.02401054035434227
PM0-5426	52431	52588	-1	promoter	[b0049, b0050, b0051]	53416	1					4.591655779049254e-07			4.467192119444612	-8.183979433198816e-07	0.018819915542615438	-3.5644883571869115e-07	0.02470228978250962	-0.0	0.021592054470030465	-0.0	0.023276826230733228	-0.0	0.024049800391266356
b0053	53416	54702	-1	gene		53416	0	P0ABZ6	Chaperone surA OS=Escherichia coli (strain K12) GN=surA PE=1 SV=1	surA	Periplasm	0.12189058892395588	0.11861074435095335	0.12195630037490765	4.46719257861019	0.00019274399853550707	0.018819097144672118	0.0002149250428489002	0.0247019333336739	0.00017314488945487696	0.021592054470030465	0.00022065477459736572	0.023276826230733228	0.0002019443302479882	0.024049800391266356
b0054	54755	57109	-1	gene		54755	0	P31554	LPS-assembly protein lptD OS=Escherichia coli (strain K12) GN=lptD PE=1 SV=2	lptD	Cell outer membrane	0.0677138401868904	0.0778787134848524	0.07817803851352463	4.589083167534144	0.00018445351790029495	0.019011841143207624	0.00019023543945834566	0.0249168583765228	0.00018567242365844723	0.021765199359485343	0.00018374525061387443	0.023497481005330594	0.00018744921725078912	0.024251744721514343
PM0-4525	57110	57241	-1	promoter	[b0054]	57336	1					4.591655779049254e-07			4.656797466886613	-8.183979433198816e-07	0.0191954762631646	-3.5644883571869115e-07	0.025106737367145426	-0.0	0.02195087178314379	-0.0	0.02368122625594447	-0.0	0.024439193938765133
PM0-4527	57110	57336	-1	promoter	[b0052, b0053, b0054]	57110	0					4.591655779049254e-07			4.6567970077210346	-8.183979433198816e-07	0.01919629466110792	-3.5644883571869115e-07	0.025107093815981144	-0.0	0.02195087178314379	-0.0	0.02368122625594447	-0.0	0.024439193938765133
b0055	57364	58179	1	gene		57364	0	P31680	DnaJ-like protein djlA OS=Escherichia coli (strain K12) GN=djlA PE=1 SV=1	djlA	Cell inner membrane	5.13264721788695e-05	5.6384305656364765e-06	0.0003013042076583072	4.6567979260521914	1.2655481412818101e-05	0.01919465786522128	1.2844564992370564e-05	0.025106380918309707	5.250672255750724e-06	0.02195087178314379	1.0292324771722323e-05	0.02368122625594447	7.3907042346917575e-06	0.024439193938765133
b4659	58474	59279	1	gene		58474	0					4.591655779049254e-07			4.65684925252437	-8.183979433198816e-07	0.0192073133466341	-3.5644883571869115e-07	0.025119225483302077	-0.0	0.02195612245539954	-0.0	0.023691518580716192	-0.0	0.024446584642999824
b0058	59687	60346	-1	gene		59687	0	P0AA37				4.591655779049254e-07			4.656849711689947	-8.183979433198816e-07	0.01920649494869078	-3.5644883571869115e-07	0.02511886903446636	-0.0	0.02195612245539954	-0.0	0.023691518580716192	-0.0	0.024446584642999824
b0059	60358	63264	-1	gene		60358	0	P60240				4.591655779049254e-07			4.656850170855525	3.6291608386099456e-05	0.01920567655074746	4.7510909606047165e-05	0.02511851258563064	3.7369413841892166e-05	0.02195612245539954	3.100354621131703e-05	0.023691518580716192	3.07220913359549e-05	0.024446584642999824
PM0-4081	63265	63358	-1	promoter	[b0058, b0059]	63265	0					4.591655779049254e-07			4.6568506300211014	-8.183979433198816e-07	0.01924114976119024	-3.5644883571869115e-07	0.02516566704640097	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
PM0-9741	63265	63588	-1	promoter	[b0059]	63358	0					4.591655779049254e-07			4.65685108918668	-8.183979433198816e-07	0.01924196815913356	-3.5644883571869115e-07	0.025166023495236688	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
b0060	63429	65780	-1	gene		63588	0	P21189				4.591655779049254e-07			4.6568515483522575	-8.183979433198816e-07	0.019240331363246918	-3.5644883571869115e-07	0.02516531059756525	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
PM0-7961	65781	65803	-1	promoter	[b0060]	65781	0					4.591655779049254e-07			4.656852007517835	-8.183979433198816e-07	0.019239512965303598	-3.5644883571869115e-07	0.025164954148729532	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
b0061	65855	66550	-1	gene		65855	0	P08203				4.591655779049254e-07			4.656852466683413	-8.183979433198816e-07	0.019238694567360277	-3.5644883571869115e-07	0.025164597699893813	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
b0062	66835	68337	-1	gene		66835	0	P08202				4.591655779049254e-07			4.65685292584899	-8.183979433198816e-07	0.019237876169416957	-3.5644883571869115e-07	0.025164241251058095	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
b0063	68348	70048	-1	gene		68348	0	P08204				4.591655779049254e-07			4.656853385014569	-8.183979433198816e-07	0.019237057771473637	-3.5644883571869115e-07	0.025163884802222376	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
PM00003	70049	70075	-1	promoter	[b0061, b0062, b0063]	70049	0					4.591655779049254e-07			4.656853844180144	-8.183979433198816e-07	0.019236239373530317	-3.5644883571869115e-07	0.025163528353386658	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
PM00004	70241	70386	1	promoter	[b0064]	70241	0					4.591655779049254e-07			4.656854303345723	-8.183979433198816e-07	0.019235420975586996	-3.5644883571869115e-07	0.02516317190455094	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
b0064	70387	71265	1	gene		70387	0	P0A9E0				4.591655779049254e-07			4.6568547625112995	-8.183979433198816e-07	0.019234602577643676	-3.5644883571869115e-07	0.02516281545571522	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
PM0-9957	71271	71350	1	promoter	[b0065]	71271	0					4.591655779049254e-07			4.656855221676878	-8.183979433198816e-07	0.019233784179700356	-3.5644883571869115e-07	0.025162459006879502	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
b0065	71351	72115	1	gene		71351	0	P30149				4.591655779049254e-07			4.656855680842456	-8.183979433198816e-07	0.019232965781757035	-3.5644883571869115e-07	0.025162102558043783	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
b0066	72229	72927	-1	gene		72229	0	P31548				4.591655779049254e-07			4.656856140008033	-8.183979433198816e-07	0.019232147383813715	-3.5644883571869115e-07	0.025161746109208065	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
b0067	72911	74521	-1	gene		72927	0	P31549				4.591655779049254e-07			4.6568565991736115	-8.183979433198816e-07	0.019231328985870395	-3.5644883571869115e-07	0.025161389660372346	-0.0	0.021993491869241433	-0.0	0.02372252212692751	-0.0	0.02447730673433578
