$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	iBAQ_Step05	iBAQ_Step05_cumulative_abundance
PM0-7163	7	promoter	0.0126401125126	-0.0	0.1087036908
b1677	6	gene	0.00963935435558	0.00639095676527	0.317105947781
b1676	6	gene	0.00963935435558	0.00196988034194	0.315136067439
b1667	6	gene	0.00963935435558	0.000295181919117	0.314784299965
b1686	6	gene	0.00963935435558	0.000248110362945	0.323965583156
b1678	6	gene	0.00963935435558	0.000229226915837	0.323496904546
b1687	6	gene	0.00963935435558	0.00014840338544	0.324213693519
b1682	6	gene	0.00963935435558	7.6876507322e-05	0.323821791677
b1664	6	gene	0.00963935435558	5.19224540171e-05	0.314732377511
b1680	6	gene	0.00963935435558	4.51903555997e-05	0.32373832144
b1675	6	gene	0.00963935435558	4.17998250294e-05	0.315094267614
b1681	6	gene	0.00963935435558	3.82798810839e-05	0.323783511796
b1685	6	gene	0.00963935435558	3.3987317936e-05	0.323931595838
b1683	6	gene	0.00963935435558	2.17411108088e-05	0.323898668184
b1668	6	gene	0.00963935435558	1.47857292515e-05	0.315079481884
b1679	6	gene	0.00963935435558	1.21899788083e-05	0.323726131462
b1684	6	gene	0.00963935435558	1.11865430743e-05	0.323920409295
b1688	6	gene	0.00963935435558	9.63496209729e-06	0.324362096905
b4431	6	gene	0.00963935435558	-0.0	0.324371731867
b4430	6	gene	0.00963935435558	-0.0	0.323931595838
PM0-2801	6	promoter	0.00963935435558	-0.0	0.323931595838
PM0-8763	6	promoter	0.00963935435558	-0.0	0.317105947781
PM00585	6	promoter	0.00963935435558	-0.0	0.315136067439
PM0-10196	6	promoter	0.00963935435558	-0.0	0.315094267614
b1674	6	gene	0.00963935435558	-0.0	0.315094267614
b1673	6	gene	0.00963935435558	-0.0	0.315094267614
b1672	6	gene	0.00963935435558	-0.0	0.315094267614
b1671	6	gene	0.00963935435558	-0.0	0.315094267614
b1670	6	gene	0.00963935435558	-0.0	0.315094267614
b1669	6	gene	0.00963935435558	-0.0	0.315094267614
b1666	6	gene	0.00963935435558	-0.0	0.314784299965
b1665	6	gene	0.00963935435558	-0.0	0.314784299965
PM00648	6	promoter	0.00963935435558	-0.0	0.314784299965
PM0-9712	6	promoter	0.00963935435558	-0.0	0.314784299965
b1663	6	gene	0.00963935435558	-0.0	0.314732377511
b0623	5	gene	0.0085237925335	0.0085237925335	0.121343803313
b4581	5	gene	0.0085237925335	-0.0	0.129867595846
b0624	5	gene	0.0085237925335	-0.0	0.129867595846
PM0-9886	5	promoter	0.0085237925335	-0.0	0.121343803313
b3460	4	gene	0.0076972936389	0.00584714013654	0.775684677626
b3458	4	gene	0.0076972936389	0.00110515322571	0.774525127335
b3454	4	gene	0.0076972936389	0.000250515614817	0.774133725347
b3455	4	gene	0.0076972936389	0.000124863931939	0.774384240962
b3440	4	gene	0.0076972936389	0.00011679031955	0.773840239657
b3453	4	gene	0.0076972936389	8.47396040521e-05	0.774048985743
b3448	4	gene	0.0076972936389	6.03589043161e-05	0.773957029977
b3459	4	gene	0.0076972936389	5.4397066036e-05	0.77563028056
b3449	4	gene	0.0076972936389	1.6843988081e-05	0.774017388881
b3450	4	gene	0.0076972936389	1.47528738234e-05	0.774034232869
b3457	4	gene	0.0076972936389	1.31801840738e-05	0.774511947151
b3439	4	gene	0.0076972936389	5.71553299999e-06	0.773834524124
b3456	4	gene	0.0076972936389	2.84225696121e-06	0.774509104894
PM00256	4	promoter	0.0076972936389	-0.0	0.781531817763
PM00257	4	promoter	0.0076972936389	-0.0	0.77563028056
PM00449	4	promoter	0.0076972936389	-0.0	0.774133725347
b3452	4	gene	0.0076972936389	-0.0	0.774048985743
b3451	4	gene	0.0076972936389	-0.0	0.774048985743
b3447	4	gene	0.0076972936389	-0.0	0.773957029977
b3446	4	gene	0.0076972936389	-0.0	0.773957029977
b3445	4	gene	0.0076972936389	-0.0	0.773957029977
b3444	4	gene	0.0076972936389	-0.0	0.773957029977
b3443	4	gene	0.0076972936389	-0.0	0.773957029977
b3442	4	gene	0.0076972936389	-0.0	0.773957029977
b3441	4	gene	0.0076972936389	-0.0	0.773957029977
PM0-8042	4	promoter	0.0076972936389	-0.0	0.773957029977
PM0-3601	4	promoter	0.0076972936389	-0.0	0.773957029977
b4451	4	gene	0.0076972936389	-0.0	0.773957029977
b3495	3	gene	0.00762041773771	0.00688394787259	0.782642606141
b3500	3	gene	0.00762041773771	0.000297707704479	0.789747958745
b3498	3	gene	0.00762041773771	0.00019664617993	0.789526554014
b3493	3	gene	0.00762041773771	0.00010231265611	0.782540293485
b3487	3	gene	0.00762041773771	8.48549467158e-05	0.78244700468
b3499	3	gene	0.00762041773771	2.47585513883e-05	0.789723200194
b3486	3	gene	0.00762041773771	2.17559683489e-05	0.782425248712
b3492	3	gene	0.00762041773771	8.43385815422e-06	0.782531859627
PM0-15	3	promoter	0.00762041773771	-0.0	0.789747958745
PM0-10146	3	promoter	0.00762041773771	-0.0	0.789723200194
PM0-9720	3	promoter	0.00762041773771	-0.0	0.789723200194
b3497	3	gene	0.00762041773771	-0.0	0.789526554014
b3496	3	gene	0.00762041773771	-0.0	0.789526554014
PM00451	3	promoter	0.00762041773771	-0.0	0.782642606141
PM0-1358	3	promoter	0.00762041773771	-0.0	0.782642606141
b3494	3	gene	0.00762041773771	-0.0	0.782642606141
PM0-8927	3	promoter	0.00762041773771	-0.0	0.782540293485
b3491	3	gene	0.00762041773771	-0.0	0.782531859627
PM0-36192	3	promoter	0.00762041773771	-0.0	0.782531859627
b4660	3	gene	0.00762041773771	-0.0	0.782531859627
b3488	3	gene	0.00762041773771	-0.0	0.782531859627
b1480	2	gene	0.00755780408308	0.00305246286855	0.269751048948
b1482	2	gene	0.00755780408308	0.00294730115946	0.272803511816
b1452	2	gene	0.00755780408308	0.000742025097325	0.268706295412
b1493	2	gene	0.00755780408308	0.000429004464747	0.275808300082
b1479	2	gene	0.00755780408308	0.000164304050833	0.269586744897
b1461	2	gene	0.00755780408308	0.000117599588631	0.269448320509
b1492	2	gene	0.00755780408308	4.13546318275e-05	0.275766945451
b1497	2	gene	0.00755780408308	1.47528738234e-05	0.276249346621
b1464	2	gene	0.00755780408308	1.18106924703e-05	0.269565920098
b1490	2	gene	0.00755780408308	1.11724575355e-05	0.275755772993
b1495	2	gene	0.00755780408308	1.06934179e-05	0.276238653203
b1478	2	gene	0.00755780408308	9.014106648e-06	0.26957773079
b1487	2	gene	0.00755780408308	4.96001730784e-06	0.275750812976
b1494	2	gene	0.00755780408308	1.34865601614e-06	0.276237304547
PM0-44963	2	promoter	0.00755780408308	-0.0	0.276264099495
b1498	2	gene	0.00755780408308	-0.0	0.276264099495
b1496	2	gene	0.00755780408308	-0.0	0.276249346621
PM450	2	promoter	0.00755780408308	-0.0	0.276237304547
b1491	2	gene	0.00755780408308	-0.0	0.275766945451
b1489	2	gene	0.00755780408308	-0.0	0.275755772993
PM0-46160	2	promoter	0.00755780408308	-0.0	0.275755772993
b1488	2	gene	0.00755780408308	-0.0	0.275755772993
b1486	2	gene	0.00755780408308	-0.0	0.275750812976
b1485	2	gene	0.00755780408308	-0.0	0.275750812976
b1484	2	gene	0.00755780408308	-0.0	0.275750812976
b1483	2	gene	0.00755780408308	-0.0	0.275750812976
PM00544	2	promoter	0.00755780408308	-0.0	0.272803511816
PM0-7481	2	promoter	0.00755780408308	-0.0	0.272803511816
b1481	2	gene	0.00755780408308	-0.0	0.272803511816
PM0-4141	2	promoter	0.00755780408308	-0.0	0.272803511816
b1477	2	gene	0.00755780408308	-0.0	0.26957773079
b1476	2	gene	0.00755780408308	-0.0	0.26957773079
b1475	2	gene	0.00755780408308	-0.0	0.26957773079
b1474	2	gene	0.00755780408308	-0.0	0.26957773079
PM00217	2	promoter	0.00755780408308	-0.0	0.26957773079
PM0-10383	2	promoter	0.00755780408308	-0.0	0.26957773079
b1473	2	gene	0.00755780408308	-0.0	0.26957773079
b1472	2	gene	0.00755780408308	-0.0	0.26957773079
b1471	2	gene	0.00755780408308	-0.0	0.26957773079
PM0-2841	2	promoter	0.00755780408308	-0.0	0.26957773079
b1469	2	gene	0.00755780408308	-0.0	0.26957773079
b1468	2	gene	0.00755780408308	-0.0	0.26957773079
PM-8813	2	promoter	0.00755780408308	-0.0	0.26957773079
b1467	2	gene	0.00755780408308	-0.0	0.26957773079
b1466	2	gene	0.00755780408308	-0.0	0.26957773079
b1465	2	gene	0.00755780408308	-0.0	0.26957773079
b1463	2	gene	0.00755780408308	-0.0	0.269565920098
b1462	2	gene	0.00755780408308	-0.0	0.269565920098
b1460	2	gene	0.00755780408308	-0.0	0.269448320509
b1459	2	gene	0.00755780408308	-0.0	0.269448320509
b1457	2	gene	0.00755780408308	-0.0	0.269448320509
b1456	2	gene	0.00755780408308	-0.0	0.269448320509
b1455	2	gene	0.00755780408308	-0.0	0.269448320509
b1454	2	gene	0.00755780408308	-0.0	0.269448320509
PM0-10042	2	promoter	0.00755780408308	-0.0	0.269448320509
PM0-8528	2	promoter	0.00755780408308	-0.0	0.269448320509
b1453	2	gene	0.00755780408308	-0.0	0.269448320509
PM0-10041	2	promoter	0.00755780408308	-0.0	0.268706295412
b2185	1	gene	0.00680850471952	0.00570767227662	0.400634482155
b2171	1	gene	0.00680850471952	0.000532090100944	0.3998398946
b2183	1	gene	0.00680850471952	0.000195262105911	0.400439220049
b2186	1	gene	0.00680850471952	0.000175178973788	0.406342154432
b2187	1	gene	0.00680850471952	9.27604451832e-05	0.406517333406
b2175	1	gene	0.00680850471952	3.71386328761e-05	0.400374544499
b2167	1	gene	0.00680850471952	1.97610861089e-05	0.399801589131
b2168	1	gene	0.00680850471952	1.8544383051e-05	0.399821350217
b2181	1	gene	0.00680850471952	1.44362001879e-05	0.400424783849
b2176	1	gene	0.00680850471952	7.84685298213e-06	0.400411683132
b2180	1	gene	0.00680850471952	5.25386418644e-06	0.400419529985
b2173	1	gene	0.00680850471952	2.55979768151e-06	0.400371984701
PM0-46360	1	promoter	0.00680850471952	-0.0	0.400634482155
b2184	1	gene	0.00680850471952	-0.0	0.400634482155
PM0-10470	1	promoter	0.00680850471952	-0.0	0.400634482155
b2182	1	gene	0.00680850471952	-0.0	0.400439220049
PM0-46319	1	promoter	0.00680850471952	-0.0	0.400439220049
b2179	1	gene	0.00680850471952	-0.0	0.400419529985
b2178	1	gene	0.00680850471952	-0.0	0.400419529985
b2177	1	gene	0.00680850471952	-0.0	0.400419529985
PM0-46320	1	promoter	0.00680850471952	-0.0	0.400374544499
b2174	1	gene	0.00680850471952	-0.0	0.400374544499
b2172	1	gene	0.00680850471952	-0.0	0.400371984701
PM0-36246	1	promoter	0.00680850471952	-0.0	0.3998398946
PM0-36245	1	promoter	0.00680850471952	-0.0	0.3998398946
b4502	1	gene	0.00680850471952	-0.0	0.3998398946
b2170	1	gene	0.00680850471952	-0.0	0.3998398946
PM00221	1	promoter	0.00680850471952	-0.0	0.3998398946
b2169	1	gene	0.00680850471952	-0.0	0.3998398946
b2166	1	gene	0.00680850471952	-0.0	0.399801589131
b2165	1	gene	0.00680850471952	-0.0	0.399801589131
