$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	Step_15_cumate	Step_15_cumate_cumulative_abundance
b2300	7	gene	0.008709479689	0.000102111097682	0.391215740431
b2309	7	gene	0.008709479689	8.45727609406e-05	0.391452238134
b2299	7	gene	0.008709479689	6.85153178436e-05	0.391147225113
b2298	7	gene	0.008709479689	2.43480191759e-05	0.391122877094
b2304	7	gene	0.008709479689	1.91461037807e-05	0.391428034016
b2293	7	gene	0.008709479689	1.52411889015e-05	0.382958455568
b2310	7	gene	0.008709479689	1.05577045065e-05	0.391536810895
b2291	7	gene	0.008709479689	5.39873218705e-06	0.382953056836
b2306	7	gene	0.008709479689	5.05801464076e-06	0.39144718012
b2301	7	gene	0.008709479689	4.15991253142e-06	0.391317851529
b2295	7	gene	0.008709479689	1.49432626238e-06	0.38333518404
PM0-3781	7	promoter	0.008709479689	-0.0	0.3915473686
PM0-9577	7	promoter	0.008709479689	-0.0	0.391536810895
b2308	7	gene	0.008709479689	-0.0	0.391452238134
b2307	7	gene	0.008709479689	-0.0	0.391452238134
b2305	7	gene	0.008709479689	-0.0	0.39144718012
b2302	7	gene	0.008709479689	-0.0	0.391322011441
PM00524	7	promoter	0.008709479689	-0.0	0.383336678366
PM0-46328	7	promoter	0.008709479689	-0.0	0.38333518404
b2292	7	gene	0.008709479689	-0.0	0.382958455568
PM0-45323	7	promoter	0.008709479689	-0.0	0.382953056836
PM0-45322	7	promoter	0.008709479689	-0.0	0.382837888911
b1676	6	gene	0.007547891287	0.00561528849728	0.302043518916
b1677	6	gene	0.007547891287	0.00120953666649	0.307658807414
b1687	6	gene	0.007547891287	0.000329453659878	0.309063955079
b1664	6	gene	0.007547891287	6.98762194124e-05	0.301847048389
b1667	6	gene	0.007547891287	6.72938549546e-05	0.301916924608
b1678	6	gene	0.007547891287	5.74972831955e-05	0.30886834408
b1682	6	gene	0.007547891287	4.10012133876e-05	0.308960470683
b1675	6	gene	0.007547891287	3.75626575709e-05	0.302005956259
b1686	6	gene	0.007547891287	3.68140075976e-05	0.309027141071
b1680	6	gene	0.007547891287	1.94454144985e-05	0.308925841363
b1683	6	gene	0.007547891287	1.82703020776e-05	0.309001471897
b1674	6	gene	0.007547891287	1.74867092227e-05	0.30198846955
b1681	6	gene	0.007547891287	1.51839054149e-05	0.308945286778
b1685	6	gene	0.007547891287	7.39887246497e-06	0.309019742199
b1673	6	gene	0.007547891287	2.80263406277e-06	0.301985666916
b1688	6	gene	0.007547891287	1.53093747719e-06	0.309393408739
b1668	6	gene	0.007547891287	1.44845254532e-06	0.301984218463
b1690	6	gene	0.007547891287	-0.0	0.309394939676
b1689	6	gene	0.007547891287	-0.0	0.309394939676
PM0-9596	6	promoter	0.007547891287	-0.0	0.309394939676
b4431	6	gene	0.007547891287	-0.0	0.309394939676
b4430	6	gene	0.007547891287	-0.0	0.309019742199
PM0-2801	6	promoter	0.007547891287	-0.0	0.309019742199
b1684	6	gene	0.007547891287	0.0	0.309019742199
b1679	6	gene	0.007547891287	-0.0	0.308925841363
PM0-8763	6	promoter	0.007547891287	-0.0	0.307658807414
PM00585	6	promoter	0.007547891287	-0.0	0.302043518916
PM0-10196	6	promoter	0.007547891287	-0.0	0.302005956259
b1672	6	gene	0.007547891287	-0.0	0.301985666916
b1671	6	gene	0.007547891287	-0.0	0.301985666916
b1670	6	gene	0.007547891287	-0.0	0.301985666916
b1669	6	gene	0.007547891287	-0.0	0.301985666916
b1666	6	gene	0.007547891287	-0.0	0.301916924608
b1665	6	gene	0.007547891287	-0.0	0.301916924608
PM00648	6	promoter	0.007547891287	-0.0	0.301916924608
PM0-9712	6	promoter	0.007547891287	-0.0	0.301916924608
b1663	6	gene	0.007547891287	-0.0	0.301847048389
b3984	5	gene	0.00750872352	0.00499815262002	0.887532368309
b3983	5	gene	0.00750872352	0.00251057090006	0.885021797409
PM00496	5	promoter	0.00750872352	-0.0	0.885021797409
b0014	4	gene	0.00713301557185	0.00662710785622	0.00437506979695
b0015	4	gene	0.00713301557185	0.000505907715613	0.0110021776532
b0018	4	gene	0.00713301557185	-0.0	0.0115080853688
b0016	4	gene	0.00713301557185	-0.0	0.0115080853688
PM00316	4	promoter	0.00713301557185	-0.0	0.00437506979695
b0013	4	gene	0.00713301557185	-0.0	0.00437506979695
b3871	3	gene	0.006807887913	0.00319062872587	0.867172393923
b3870	3	gene	0.006807887913	0.0030595732164	0.864112820707
b3895	3	gene	0.006807887913	0.000235772232381	0.870684936388
b3893	3	gene	0.006807887913	0.000123963915079	0.870450193941
b3894	3	gene	0.006807887913	0.000110778531617	0.870574157856
b3891	3	gene	0.006807887913	8.48057996063e-05	0.870365388142
b3884	3	gene	0.006807887913	1.68055696206e-06	0.870363408546
b3878	3	gene	0.006807887913	3.85897412161e-07	0.870363022649
b3888	3	gene	0.006807887913	2.99038265472e-07	0.870365089103
b3897	3	gene	0.006807887913	-0.0	0.87092070862
b3896	3	gene	0.006807887913	-0.0	0.87092070862
b3892	3	gene	0.006807887913	-0.0	0.870450193941
b3890	3	gene	0.006807887913	-0.0	0.870365388142
b3889	3	gene	0.006807887913	-0.0	0.870365388142
b3887	3	gene	0.006807887913	0.0	0.870365089103
b3886	3	gene	0.006807887913	-0.0	0.870365089103
b3885	3	gene	0.006807887913	0.0	0.870365089103
PM0-10169	3	promoter	0.006807887913	-0.0	0.870365089103
b3883	3	gene	0.006807887913	-0.0	0.870363408546
b3882	3	gene	0.006807887913	-0.0	0.870363408546
b3881	3	gene	0.006807887913	-0.0	0.870363408546
b3880	3	gene	0.006807887913	-0.0	0.870363408546
b3879	3	gene	0.006807887913	-0.0	0.870363408546
b3877	3	gene	0.006807887913	-0.0	0.870363022649
b3876	3	gene	0.006807887913	-0.0	0.870363022649
b3875	3	gene	0.006807887913	-0.0	0.870363022649
b3874	3	gene	0.006807887913	-0.0	0.870363022649
b3873	3	gene	0.006807887913	-0.0	0.870363022649
b3872	3	gene	0.006807887913	-0.0	0.870363022649
PM00034	3	promoter	0.006807887913	-0.0	0.867172393923
b2579	2	gene	0.006625177444	0.00610514801954	0.459590395166
b2581	2	gene	0.006625177444	0.000277729854685	0.465740604194
b2576	2	gene	0.006625177444	0.000167179682977	0.459423215483
b2580	2	gene	0.006625177444	4.50610083985e-05	0.465695543186
b2582	2	gene	0.006625177444	2.26401383332e-05	0.466018334049
b2584	2	gene	0.006625177444	5.68739523373e-06	0.466042705532
b2583	2	gene	0.006625177444	1.73134446957e-06	0.466040974187
PM0-46172	2	promoter	0.006625177444	-0.0	0.466042705532
PM0-3284	2	promoter	0.006625177444	-0.0	0.466018334049
PM00417	2	promoter	0.006625177444	-0.0	0.465695543186
PM0-1303	2	promoter	0.006625177444	-0.0	0.465695543186
b2578	2	gene	0.006625177444	-0.0	0.459590395166
b2577	2	gene	0.006625177444	-0.0	0.459590395166
b2465	1	gene	0.006316688644	0.00458166193363	0.420183796724
b2468	1	gene	0.006316688644	0.000745148997938	0.424782616376
b2431	1	gene	0.006316688644	0.000417955356198	0.41926389144
b2463	1	gene	0.006316688644	0.000240334788632	0.419817122372
b2464	1	gene	0.006316688644	0.000126339562452	0.420057457161
b2470	1	gene	0.006316688644	3.90654568635e-05	0.425527765374
b2441	1	gene	0.006316688644	3.85183812547e-05	0.419778603991
b2439	1	gene	0.006316688644	3.73417099436e-05	0.419737845283
b2432	1	gene	0.006316688644	2.53112464898e-05	0.419681846796
b2467	1	gene	0.006316688644	1.71577184521e-05	0.424765458657
b2435	1	gene	0.006316688644	1.66990609948e-05	0.419720878177
b2471	1	gene	0.006316688644	1.37492539049e-05	0.42556683083
b2434	1	gene	0.006316688644	1.37201339891e-05	0.419707158043
b2440	1	gene	0.006316688644	3.41699874329e-06	0.419775186992
b2436	1	gene	0.006316688644	2.68045036849e-07	0.419737577238
PM0-36248	1	promoter	0.006316688644	-0.0	0.42556683083
b4606	1	gene	0.006316688644	-0.0	0.42556683083
PM0-8401	1	promoter	0.006316688644	-0.0	0.425527765374
b2469	1	gene	0.006316688644	-0.0	0.425527765374
PM0-36247	1	promoter	0.006316688644	-0.0	0.425527765374
b2466	1	gene	0.006316688644	-0.0	0.424765458657
PM0-7682	1	promoter	0.006316688644	-0.0	0.420183796724
PM0-10095	1	promoter	0.006316688644	-0.0	0.420057457161
PM0-8523	1	promoter	0.006316688644	-0.0	0.420057457161
b2462	1	gene	0.006316688644	-0.0	0.419817122372
b2461	1	gene	0.006316688644	-0.0	0.419817122372
b2460	1	gene	0.006316688644	-0.0	0.419817122372
b2459	1	gene	0.006316688644	-0.0	0.419817122372
b2458	1	gene	0.006316688644	-0.0	0.419817122372
b2457	1	gene	0.006316688644	-0.0	0.419817122372
b2456	1	gene	0.006316688644	-0.0	0.419817122372
b2455	1	gene	0.006316688644	-0.0	0.419817122372
b2454	1	gene	0.006316688644	-0.0	0.419817122372
b2453	1	gene	0.006316688644	-0.0	0.419817122372
b2452	1	gene	0.006316688644	-0.0	0.419817122372
b2451	1	gene	0.006316688644	-0.0	0.419817122372
b2450	1	gene	0.006316688644	-0.0	0.419817122372
b2449	1	gene	0.006316688644	-0.0	0.419817122372
b2448	1	gene	0.006316688644	-0.0	0.419817122372
b2447	1	gene	0.006316688644	-0.0	0.419817122372
b2446	1	gene	0.006316688644	-0.0	0.419817122372
PM0-46124	1	promoter	0.006316688644	-0.0	0.419817122372
b2445	1	gene	0.006316688644	-0.0	0.419817122372
b2444	1	gene	0.006316688644	-0.0	0.419817122372
b2443	1	gene	0.006316688644	-0.0	0.419817122372
b2442	1	gene	0.006316688644	-0.0	0.419817122372
b2438	1	gene	0.006316688644	-0.0	0.419737845283
b2437	1	gene	0.006316688644	-0.0	0.419737845283
PM0-2922	1	promoter	0.006316688644	-0.0	0.419737577238
PM0-2921	1	promoter	0.006316688644	-0.0	0.419720878177
b2433	1	gene	0.006316688644	-0.0	0.419707158043
PM0-3684	1	promoter	0.006316688644	-0.0	0.419707158043
