$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	iBAQ_Step09	iBAQ_Step09_cumulative_abundance
PM0-10453	7	promoter	0.0123074276285	-0.0	0.349766757667
PM0-10063	7	promoter	0.0123074276285	-0.0	0.349766757667
b1824	7	gene	0.0123074276285	-0.0	0.349766757667
b1821	7	gene	0.0123074276285	-0.0	0.338162287329
PM0-46155	7	promoter	0.0123074276285	-0.0	0.338162287329
b1820	7	gene	0.0123074276285	-0.0	0.338162287329
PM00276	7	promoter	0.0123074276285	-0.0	0.337535485139
PM0-9955	7	promoter	0.0123074276285	-0.0	0.337535485139
b1815	7	gene	0.0123074276285	-0.0	0.337526830025
b1814	7	gene	0.0123074276285	-0.0	0.337526830025
PM00307	7	promoter	0.0123074276285	-0.0	0.337526830025
b0023	6	gene	0.00888792044262	0.00888792044262	0.0107973350566
PM0-8222	6	promoter	0.00888792044262	-0.0	0.0196852554992
b3984	5	gene	0.00869839335103	0.00491578031213	0.900759883344
b3983	5	gene	0.00869839335103	0.0037826130389	0.896977270305
PM00496	5	promoter	0.00869839335103	-0.0	0.896977270305
b3829	4	gene	0.00854818214705	0.00800680295076	0.868357531788
b3831	4	gene	0.00854818214705	0.000429494741073	0.876475560856
b3830	4	gene	0.00854818214705	0.000111226116401	0.876364334739
b3832	4	gene	0.00854818214705	6.5833881265e-07	0.876905055597
PM00179	4	promoter	0.00854818214705	-0.0	0.876475560856
PM0-9097	4	promoter	0.00854818214705	-0.0	0.876475560856
PM0-8601	4	promoter	0.00854818214705	-0.0	0.868357531788
b3460	3	gene	0.00784906773804	0.00553468155502	0.783119162273
b3458	3	gene	0.00784906773804	0.00150245332011	0.781521038486
b3454	3	gene	0.00784906773804	0.000335991895309	0.780997164761
b3455	3	gene	0.00784906773804	0.000168141502753	0.781333156656
b3459	3	gene	0.00784906773804	9.56704668588e-05	0.783023491806
b3440	3	gene	0.00784906773804	8.57491086005e-05	0.780808974548
b3453	3	gene	0.00784906773804	4.56393257176e-05	0.780951525435
b3448	3	gene	0.00784906773804	3.15862831631e-05	0.780894723657
b3450	3	gene	0.00784906773804	1.49434557382e-05	0.780936581979
b3456	3	gene	0.00784906773804	1.03559908463e-05	0.781501298159
b3449	3	gene	0.00784906773804	1.02720394312e-05	0.78092630994
b3457	3	gene	0.00784906773804	9.3843361282e-06	0.78151165415
b3439	3	gene	0.00784906773804	4.19845837044e-06	0.78080477609
PM00256	3	promoter	0.00784906773804	-0.0	0.788653843828
PM00257	3	promoter	0.00784906773804	-0.0	0.783023491806
PM00449	3	promoter	0.00784906773804	-0.0	0.780997164761
b3452	3	gene	0.00784906773804	-0.0	0.780951525435
b3451	3	gene	0.00784906773804	-0.0	0.780951525435
b3447	3	gene	0.00784906773804	-0.0	0.780894723657
b3446	3	gene	0.00784906773804	-0.0	0.780894723657
b3445	3	gene	0.00784906773804	-0.0	0.780894723657
b3444	3	gene	0.00784906773804	-0.0	0.780894723657
b3443	3	gene	0.00784906773804	-0.0	0.780894723657
b3442	3	gene	0.00784906773804	-0.0	0.780894723657
b3441	3	gene	0.00784906773804	-0.0	0.780894723657
PM0-8042	3	promoter	0.00784906773804	-0.0	0.780894723657
PM0-3601	3	promoter	0.00784906773804	-0.0	0.780894723657
b4451	3	gene	0.00784906773804	-0.0	0.780894723657
b1677	1	gene	0.00731421936563	0.00399423801311	0.3052985071
b1676	1	gene	0.00731421936563	0.00206726904856	0.303231238051
b1686	1	gene	0.00731421936563	0.00032460542359	0.309724354579
b1667	1	gene	0.00731421936563	0.000210253477415	0.302963213892
b1687	1	gene	0.00731421936563	0.000174861877778	0.310048960002
b1682	1	gene	0.00731421936563	0.000110172868542	0.309523418912
b1678	1	gene	0.00731421936563	8.87092887995e-05	0.309292745113
b1681	1	gene	0.00731421936563	7.63816015805e-05	0.30944703731
b1680	1	gene	0.00731421936563	6.07149897298e-05	0.309386322321
b1685	1	gene	0.00731421936563	5.02315836021e-05	0.309674122995
b1675	1	gene	0.00731421936563	4.76893499691e-05	0.303183548701
b1664	1	gene	0.00731421936563	4.20129233771e-05	0.302921200969
b1683	1	gene	0.00731421936563	3.44776858073e-05	0.309633591781
b1688	1	gene	0.00731421936563	1.15984543017e-05	0.31022382188
b1668	1	gene	0.00731421936563	1.00813318386e-05	0.30317346737
b1684	1	gene	0.00731421936563	6.05352866218e-06	0.309668069466
b1679	1	gene	0.00731421936563	4.86791896231e-06	0.309381454402
b4431	1	gene	0.00731421936563	-0.0	0.310235420334
b4430	1	gene	0.00731421936563	-0.0	0.309674122995
PM0-2801	1	promoter	0.00731421936563	-0.0	0.309674122995
PM0-8763	1	promoter	0.00731421936563	-0.0	0.3052985071
PM00585	1	promoter	0.00731421936563	-0.0	0.303231238051
PM0-10196	1	promoter	0.00731421936563	-0.0	0.303183548701
b1674	1	gene	0.00731421936563	-0.0	0.303183548701
b1673	1	gene	0.00731421936563	-0.0	0.303183548701
b1672	1	gene	0.00731421936563	-0.0	0.303183548701
b1671	1	gene	0.00731421936563	-0.0	0.303183548701
b1670	1	gene	0.00731421936563	-0.0	0.303183548701
b1669	1	gene	0.00731421936563	-0.0	0.303183548701
b1666	1	gene	0.00731421936563	-0.0	0.302963213892
b1665	1	gene	0.00731421936563	-0.0	0.302963213892
PM00648	1	promoter	0.00731421936563	-0.0	0.302963213892
PM0-9712	1	promoter	0.00731421936563	-0.0	0.302963213892
b3495	2	gene	0.00711158173683	0.00646439555695	0.789812496528
b3500	2	gene	0.00711158173683	0.000247018504663	0.796481936958
b3498	2	gene	0.00711158173683	0.000179493324268	0.796276892085
b3487	2	gene	0.00711158173683	0.00011253332152	0.789630140149
b3493	2	gene	0.00711158173683	6.43485663583e-05	0.789748147961
b3499	2	gene	0.00711158173683	2.55515489171e-05	0.796456385409
b3486	2	gene	0.00711158173683	1.27664232835e-05	0.789617373726
b3492	2	gene	0.00711158173683	5.47449086581e-06	0.789742673471
PM0-15	2	promoter	0.00711158173683	-0.0	0.796481936958
PM0-10146	2	promoter	0.00711158173683	-0.0	0.796456385409
PM0-9720	2	promoter	0.00711158173683	-0.0	0.796456385409
b3497	2	gene	0.00711158173683	-0.0	0.796276892085
b3496	2	gene	0.00711158173683	-0.0	0.796276892085
PM00451	2	promoter	0.00711158173683	-0.0	0.789812496528
PM0-1358	2	promoter	0.00711158173683	-0.0	0.789812496528
b3494	2	gene	0.00711158173683	-0.0	0.789812496528
PM0-8927	2	promoter	0.00711158173683	-0.0	0.789748147961
b3491	2	gene	0.00711158173683	-0.0	0.789742673471
PM0-36192	2	promoter	0.00711158173683	-0.0	0.789742673471
b4660	2	gene	0.00711158173683	-0.0	0.789742673471
b3488	2	gene	0.00711158173683	-0.0	0.789742673471
b3485	2	gene	0.00711158173683	-0.0	0.789617373726
