$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	Step_06_control	Step_06_control_cumulative_abundance
PM0-5721	12	promoter	0.017210040598	-0.0	0.271103168791
PM0-10047	12	promoter	0.017210040598	-0.0	0.270977988006
b1582	12	gene	0.017210040598	-0.0	0.270977988006
b1579	12	gene	0.017210040598	-0.0	0.25392706006
b1578	12	gene	0.017210040598	-0.0	0.25392706006
b1577	12	gene	0.017210040598	-0.0	0.25392706006
b1576	12	gene	0.017210040598	-0.0	0.25392706006
b1575	12	gene	0.017210040598	-0.0	0.25392706006
PM0-9327	12	promoter	0.017210040598	-0.0	0.25392706006
b1574	12	gene	0.017210040598	-0.0	0.25392706006
b2414	11	gene	0.013838727903	0.0138182242831	0.379936022609
b2413	11	gene	0.013838727903	2.05036197123e-05	0.379915518989
PM0-10091	11	promoter	0.013838727903	-0.0	0.379936022609
b1241	10	gene	0.012768095227	0.00580934685597	0.224292653487
b1243	10	gene	0.012768095227	0.00533246557266	0.230102000343
b1251	10	gene	0.012768095227	0.000491928349034	0.236543607036
b1247	10	gene	0.012768095227	0.000353215072057	0.236125748448
b1246	10	gene	0.012768095227	0.000346579542158	0.235779168906
b1245	10	gene	0.012768095227	0.00018160544642	0.235597563459
b1244	10	gene	0.012768095227	0.000163097544251	0.235434465915
b1250	10	gene	0.012768095227	3.77441248201e-05	0.236505862912
b1238	10	gene	0.012768095227	2.52133288234e-05	0.224267440158
b1248	10	gene	0.012768095227	1.72596317637e-05	0.23647896352
b1249	10	gene	0.012768095227	9.63975978047e-06	0.236496223152
PM0-10028	10	promoter	0.012768095227	-0.0	0.237035535385
b4595	10	gene	0.012768095227	-0.0	0.236505862912
PM1023	10	promoter	0.012768095227	-0.0	0.236505862912
PM00306	10	promoter	0.012768095227	-0.0	0.230102000343
b1242	10	gene	0.012768095227	-0.0	0.230102000343
PM00279	10	promoter	0.012768095227	-0.0	0.230102000343
b4573	10	gene	0.012768095227	-0.0	0.224292653487
b0436	9	gene	0.0120082055463	0.00961829694317	0.0890585786427
b0437	9	gene	0.0120082055463	0.001005388083	0.0986768755859
b0439	9	gene	0.0120082055463	0.000798676280663	0.100268107908
b0438	9	gene	0.0120082055463	0.000585844239588	0.0996822636689
PM00511	9	promoter	0.0120082055463	-0.0	0.100268107908
sraA	9	gene	0.0120082055463	-0.0	0.100268107908
PM0-9696	9	promoter	0.0120082055463	-0.0	0.0996822636689
PM00569	9	promoter	0.0120082055463	-0.0	0.0986768755859
PM0-9744	9	promoter	0.0120082055463	-0.0	0.0986768755859
PM00339	9	promoter	0.0120082055463	-0.0	0.0986768755859
PM0-9980	9	promoter	0.0120082055463	-0.0	0.0890585786427
b3870	8	gene	0.008196049814	0.00354717213501	0.858579797227
b3871	8	gene	0.008196049814	0.00333952290033	0.862126969362
b3895	8	gene	0.008196049814	0.000373727523911	0.866402119517
b3893	8	gene	0.008196049814	0.000370443823392	0.866005587694
b3888	8	gene	0.008196049814	0.000301604541293	0.865521595377
b3891	8	gene	0.008196049814	0.000182387775306	0.865823199919
b3887	8	gene	0.008196049814	3.13521054654e-05	0.865490243272
b3894	8	gene	0.008196049814	2.60880000224e-05	0.866376031517
b3878	8	gene	0.008196049814	1.18001367351e-05	0.865466492262
b3884	8	gene	0.008196049814	8.75047060075e-06	0.865478292399
b3885	8	gene	0.008196049814	3.20040259796e-06	0.865487042869
b3897	8	gene	0.008196049814	-0.0	0.866775847041
b3896	8	gene	0.008196049814	-0.0	0.866775847041
b3892	8	gene	0.008196049814	-0.0	0.866005587694
b3890	8	gene	0.008196049814	-0.0	0.865823199919
b3889	8	gene	0.008196049814	-0.0	0.865823199919
b3886	8	gene	0.008196049814	-0.0	0.865490243272
PM0-10169	8	promoter	0.008196049814	-0.0	0.865487042869
b3883	8	gene	0.008196049814	-0.0	0.865478292399
b3882	8	gene	0.008196049814	-0.0	0.865478292399
b3881	8	gene	0.008196049814	-0.0	0.865478292399
b3880	8	gene	0.008196049814	-0.0	0.865478292399
b3879	8	gene	0.008196049814	-0.0	0.865478292399
b3877	8	gene	0.008196049814	-0.0	0.865466492262
b3876	8	gene	0.008196049814	-0.0	0.865466492262
b3875	8	gene	0.008196049814	-0.0	0.865466492262
b3874	8	gene	0.008196049814	-0.0	0.865466492262
b3873	8	gene	0.008196049814	-0.0	0.865466492262
b3872	8	gene	0.008196049814	-0.0	0.865466492262
PM00034	8	promoter	0.008196049814	-0.0	0.862126969362
b3984	7	gene	0.007569588521	0.00470011761651	0.884011197891
b3983	7	gene	0.007569588521	0.00286947090456	0.881141726986
PM00496	7	promoter	0.007569588521	-0.0	0.881141726986
b1676	5	gene	0.007382138006	0.00567233666909	0.278951691563
b1677	5	gene	0.007382138006	0.000918130598538	0.284624028232
b1687	5	gene	0.007382138006	0.000388186189671	0.285754833616
b1664	5	gene	0.007382138006	6.45881148944e-05	0.2787608818
b1678	5	gene	0.007382138006	6.22019714753e-05	0.28554215883
b1667	5	gene	0.007382138006	6.10361956243e-05	0.278825469915
b1675	5	gene	0.007382138006	5.45843288147e-05	0.278897107234
b1686	5	gene	0.007382138006	3.88706420317e-05	0.285715962974
b1682	5	gene	0.007382138006	3.74782061649e-05	0.28563655284
b1683	5	gene	0.007382138006	2.17080652751e-05	0.285674031046
b1680	5	gene	0.007382138006	2.02454600373e-05	0.285604360802
b1685	5	gene	0.007382138006	2.02238632891e-05	0.285695739111
b1681	5	gene	0.007382138006	1.19465778479e-05	0.285624606262
b1673	5	gene	0.007382138006	6.41314743667e-06	0.278889205036
b1668	5	gene	0.007382138006	2.69892528622e-06	0.278886506111
b1674	5	gene	0.007382138006	1.48905041947e-06	0.278895618183
b4430	5	gene	0.007382138006	-0.0	0.285695739111
PM0-2801	5	promoter	0.007382138006	-0.0	0.285695739111
b1684	5	gene	0.007382138006	0.0	0.285695739111
b1679	5	gene	0.007382138006	-0.0	0.285604360802
PM0-8763	5	promoter	0.007382138006	-0.0	0.284624028232
PM00585	5	promoter	0.007382138006	-0.0	0.278951691563
PM0-10196	5	promoter	0.007382138006	-0.0	0.278897107234
b1672	5	gene	0.007382138006	-0.0	0.278889205036
b1671	5	gene	0.007382138006	-0.0	0.278889205036
b1670	5	gene	0.007382138006	-0.0	0.278889205036
b1669	5	gene	0.007382138006	-0.0	0.278889205036
b1666	5	gene	0.007382138006	-0.0	0.278825469915
b1665	5	gene	0.007382138006	-0.0	0.278825469915
PM00648	5	promoter	0.007382138006	-0.0	0.278825469915
PM0-9712	5	promoter	0.007382138006	-0.0	0.278825469915
b0605	6	gene	0.007156316248	0.00590209317299	0.113468178126
b0606	6	gene	0.007156316248	0.000725037886895	0.119370271299
b0607	6	gene	0.007156316248	0.000353897341801	0.120095309186
b0611	6	gene	0.007156316248	7.66376703186e-05	0.120475595411
b0598	6	gene	0.007156316248	7.06863228237e-05	0.113395916833
b0610	6	gene	0.007156316248	2.63888832531e-05	0.120449206528
b0604	6	gene	0.007156316248	1.57496955087e-06	0.113466603156
PM0-9991	6	promoter	0.007156316248	-0.0	0.120552233081
b0608	6	gene	0.007156316248	0.0	0.120449206528
PM0-9990	6	promoter	0.007156316248	-0.0	0.120449206528
PM-8821	6	promoter	0.007156316248	-0.0	0.119370271299
PM00102	6	promoter	0.007156316248	-0.0	0.113468178126
PM0-10408	6	promoter	0.007156316248	-0.0	0.113468178126
PM0-10406	6	promoter	0.007156316248	-0.0	0.113468178126
b0603	6	gene	0.007156316248	-0.0	0.113466603156
PM0-10368	6	promoter	0.007156316248	-0.0	0.113466603156
b0602	6	gene	0.007156316248	-0.0	0.113466603156
b0601	6	gene	0.007156316248	-0.0	0.113466603156
b0600	6	gene	0.007156316248	-0.0	0.113466603156
b0599	6	gene	0.007156316248	-0.0	0.113466603156
b4512	6	gene	0.007156316248	-0.0	0.113466603156
PM0-7163	6	promoter	0.007156316248	-0.0	0.113395916833
b2465	4	gene	0.007118757802	0.00502144624198	0.402305474161
b2463	4	gene	0.007118757802	0.00059034313168	0.401460459737
b2468	4	gene	0.007118757802	0.000568461007571	0.407335996283
b2431	4	gene	0.007118757802	0.000420313856639	0.400853189357
b2464	4	gene	0.007118757802	0.000254671292152	0.402050802869
b2470	4	gene	0.007118757802	6.27519862161e-05	0.40790445729
b2439	4	gene	0.007118757802	5.15534046712e-05	0.401358631454
b2441	4	gene	0.007118757802	3.4258708033e-05	0.401426201029
b2434	4	gene	0.007118757802	3.17316861126e-05	0.401302705354
b2432	4	gene	0.007118757802	2.92021402554e-05	0.401273503214
b2440	4	gene	0.007118757802	1.60161703577e-05	0.401410184859
b2436	4	gene	0.007118757802	1.48882375074e-05	0.401343743216
b2435	4	gene	0.007118757802	9.30617647433e-06	0.40133443704
b2467	4	gene	0.007118757802	9.07587983106e-06	0.407326920403
b2471	4	gene	0.007118757802	4.73788286152e-06	0.407967209276
PM0-36248	4	promoter	0.007118757802	-0.0	0.407967209276
b4606	4	gene	0.007118757802	-0.0	0.407967209276
PM0-8401	4	promoter	0.007118757802	-0.0	0.40790445729
b2469	4	gene	0.007118757802	-0.0	0.40790445729
PM0-36247	4	promoter	0.007118757802	-0.0	0.40790445729
b2466	4	gene	0.007118757802	-0.0	0.407326920403
PM0-7682	4	promoter	0.007118757802	-0.0	0.402305474161
PM0-10095	4	promoter	0.007118757802	-0.0	0.402050802869
PM0-8523	4	promoter	0.007118757802	-0.0	0.402050802869
b2462	4	gene	0.007118757802	-0.0	0.401460459737
b2461	4	gene	0.007118757802	-0.0	0.401460459737
b2460	4	gene	0.007118757802	-0.0	0.401460459737
b2459	4	gene	0.007118757802	-0.0	0.401460459737
b2458	4	gene	0.007118757802	-0.0	0.401460459737
b2457	4	gene	0.007118757802	-0.0	0.401460459737
b2456	4	gene	0.007118757802	-0.0	0.401460459737
b2455	4	gene	0.007118757802	-0.0	0.401460459737
b2454	4	gene	0.007118757802	-0.0	0.401460459737
b2453	4	gene	0.007118757802	-0.0	0.401460459737
b2452	4	gene	0.007118757802	-0.0	0.401460459737
b2451	4	gene	0.007118757802	-0.0	0.401460459737
b2450	4	gene	0.007118757802	-0.0	0.401460459737
b2449	4	gene	0.007118757802	-0.0	0.401460459737
b2448	4	gene	0.007118757802	-0.0	0.401460459737
b2447	4	gene	0.007118757802	-0.0	0.401460459737
b2446	4	gene	0.007118757802	-0.0	0.401460459737
PM0-46124	4	promoter	0.007118757802	-0.0	0.401460459737
b2445	4	gene	0.007118757802	-0.0	0.401460459737
b2444	4	gene	0.007118757802	-0.0	0.401460459737
b2443	4	gene	0.007118757802	-0.0	0.401460459737
b2442	4	gene	0.007118757802	-0.0	0.401460459737
b2438	4	gene	0.007118757802	-0.0	0.401358631454
b2437	4	gene	0.007118757802	-0.0	0.401358631454
PM0-2922	4	promoter	0.007118757802	-0.0	0.401343743216
PM0-2921	4	promoter	0.007118757802	-0.0	0.40133443704
b2433	4	gene	0.007118757802	-0.0	0.401302705354
PM0-3684	4	promoter	0.007118757802	-0.0	0.401302705354
b0033	3	gene	0.0066332264714	0.00495682332137	0.0156355220738
b0032	3	gene	0.0066332264714	0.0016764031501	0.0139591189237
PM00319	3	promoter	0.0066332264714	-0.0	0.0156355220738
PM00151	3	promoter	0.0066332264714	-0.0	0.0139591189237
b2903	2	gene	0.006615008291	0.00285344257123	0.500115285457
b2905	2	gene	0.006615008291	0.00119982600514	0.504157769589
b2904	2	gene	0.006615008291	0.00118904156081	0.502968728028
b2908	2	gene	0.006615008291	0.000549679997649	0.505404988687
b2898	2	gene	0.006615008291	0.000347819552449	0.499552845213
b2901	2	gene	0.006615008291	0.000213720612126	0.499900664765
b2910	2	gene	0.006615008291	0.000105242879654	0.506008384058
b2909	2	gene	0.006615008291	5.3715373958e-05	0.505954668684
b2897	2	gene	0.006615008291	4.59548322048e-05	0.499506890381
b2906	2	gene	0.006615008291	3.17006626536e-05	0.505357595594
b2907	2	gene	0.006615008291	1.56924302782e-05	0.505389296256
b2896	2	gene	0.006615008291	5.85714686144e-06	0.499501033234
b2894	2	gene	0.006615008291	2.4145872421e-06	0.499498618647
b2902	2	gene	0.006615008291	9.00079071507e-07	0.500114385378
PM0-10280	2	promoter	0.006615008291	-0.0	0.506113626938
b4446	2	gene	0.006615008291	-0.0	0.506113626938
b2912	2	gene	0.006615008291	-0.0	0.506113626938
b2911	2	gene	0.006615008291	-0.0	0.506113626938
PM0-10229	2	promoter	0.006615008291	-0.0	0.506113626938
PM0-46275	2	promoter	0.006615008291	-0.0	0.506008384058
PM00233	2	promoter	0.006615008291	-0.0	0.505357595594
b2900	2	gene	0.006615008291	-0.0	0.499900664765
b2899	2	gene	0.006615008291	-0.0	0.499900664765
PM0-10118	2	promoter	0.006615008291	-0.0	0.499552845213
PM0-10117	2	promoter	0.006615008291	-0.0	0.499552845213
b2895	2	gene	0.006615008291	-0.0	0.499501033234
PM0-3382	2	promoter	0.006615008291	-0.0	0.499501033234
PM0-9743	2	promoter	0.006615008291	-0.0	0.499501033234
b2296	1	gene	0.006060679291	0.00258638683529	0.366601562051
b2297	1	gene	0.006060679291	0.00235477865939	0.369187948886
b2294	1	gene	0.006060679291	0.000376753417583	0.36622367863
b2290	1	gene	0.006060679291	0.000314561352588	0.365897804803
b2300	1	gene	0.006060679291	0.000140106557424	0.37160128177
b2303	1	gene	0.006060679291	0.000112344495731	0.371751864001
b2309	1	gene	0.006060679291	7.41120135232e-05	0.371882103064
b2299	1	gene	0.006060679291	4.83962208696e-05	0.371552885549
b2304	1	gene	0.006060679291	1.49227189858e-05	0.371864208497
b2301	1	gene	0.006060679291	1.04756737493e-05	0.371741388327
b2298	1	gene	0.006060679291	1.01580036488e-05	0.371542727545
b2293	1	gene	0.006060679291	8.57888998704e-06	0.36621509974
b2306	1	gene	0.006060679291	2.97184774634e-06	0.371879131216
b2291	1	gene	0.006060679291	2.73358507971e-06	0.366212366155
b2310	1	gene	0.006060679291	2.26901729748e-06	0.371956215077
b2295	1	gene	0.006060679291	1.13000295415e-06	0.366600432048
PM0-3781	1	promoter	0.006060679291	-0.0	0.371958484094
PM0-9577	1	promoter	0.006060679291	-0.0	0.371956215077
b2308	1	gene	0.006060679291	-0.0	0.371882103064
b2307	1	gene	0.006060679291	-0.0	0.371882103064
b2305	1	gene	0.006060679291	-0.0	0.371879131216
b2302	1	gene	0.006060679291	-0.0	0.371751864001
PM00524	1	promoter	0.006060679291	-0.0	0.366601562051
PM0-46328	1	promoter	0.006060679291	-0.0	0.366600432048
b2292	1	gene	0.006060679291	-0.0	0.36621509974
PM0-45323	1	promoter	0.006060679291	-0.0	0.366212366155
PM0-45322	1	promoter	0.006060679291	-0.0	0.365897804803
