$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	Step_07_control	Step_07_control_cumulative_abundance
b1583	12	gene	0.01552172584	1.85531617858e-05	0.262242680784
b1586	12	gene	0.01552172584	7.84935642078e-06	0.262373729373
b1589	12	gene	0.01552172584	3.66803341858e-06	0.262416429635
b1585	12	gene	0.01552172584	1.10553031875e-06	0.262372623843
b1591	12	gene	0.01552172584	0.0	0.262420097669
b1590	12	gene	0.01552172584	-0.0	0.262420097669
b1587	12	gene	0.01552172584	-0.0	0.26238157873
PM0-5721	12	promoter	0.01552172584	-0.0	0.26238157873
PM0-10047	12	promoter	0.01552172584	-0.0	0.262242680784
b1582	12	gene	0.01552172584	-0.0	0.262242680784
b2414	11	gene	0.014245958455	0.0142269958472	0.3699013564
b2413	11	gene	0.014245958455	1.89626075231e-05	0.369882393792
PM0-10091	11	promoter	0.014245958455	-0.0	0.3699013564
b0436	10	gene	0.0121001104844	0.0096362648952	0.0861926175749
b0437	10	gene	0.0121001104844	0.00099899666474	0.0958288824701
b0439	10	gene	0.0121001104844	0.000833277530288	0.097459450529
b0438	10	gene	0.0121001104844	0.000631571394173	0.0968278791348
PM00511	10	promoter	0.0121001104844	-0.0	0.097459450529
sraA	10	gene	0.0121001104844	-0.0	0.097459450529
PM0-9696	10	promoter	0.0121001104844	-0.0	0.0968278791348
PM00569	10	promoter	0.0121001104844	-0.0	0.0958288824701
PM0-9744	10	promoter	0.0121001104844	-0.0	0.0958288824701
PM00339	10	promoter	0.0121001104844	-0.0	0.0958288824701
PM0-9980	10	promoter	0.0121001104844	-0.0	0.0861926175749
b1241	9	gene	0.012029715783	0.005226310336	0.218572213643
b1243	9	gene	0.012029715783	0.00510945508775	0.223798523979
b1251	9	gene	0.012029715783	0.000533427668288	0.23004150642
b1247	9	gene	0.012029715783	0.000349798979	0.229623429437
b1246	9	gene	0.012029715783	0.000319470507762	0.229303958929
b1244	9	gene	0.012029715783	0.000198997519598	0.228907979067
b1245	9	gene	0.012029715783	0.000196982342878	0.229106976586
b1250	9	gene	0.012029715783	4.29193003075e-05	0.22999858712
b1238	9	gene	0.012029715783	2.69953375988e-05	0.218545218305
b1249	9	gene	0.012029715783	1.51908196891e-05	0.2299833963
b1248	9	gene	0.012029715783	1.01678841361e-05	0.229973228416
PM0-10028	9	promoter	0.012029715783	-0.0	0.230574934088
b4595	9	gene	0.012029715783	-0.0	0.22999858712
PM1023	9	promoter	0.012029715783	-0.0	0.22999858712
PM00306	9	promoter	0.012029715783	-0.0	0.223798523979
b1242	9	gene	0.012029715783	-0.0	0.223798523979
PM00279	9	promoter	0.012029715783	-0.0	0.223798523979
b4573	9	gene	0.012029715783	-0.0	0.218572213643
b1676	8	gene	0.007643064515	0.00567835679244	0.269836768831
b1677	8	gene	0.007643064515	0.00107262114793	0.275515125623
b1687	8	gene	0.007643064515	0.000419176418946	0.276846049112
b1678	8	gene	0.007643064515	8.41873370498e-05	0.276587746771
b1664	8	gene	0.007643064515	6.6729354558e-05	0.269622161016
b1667	8	gene	0.007643064515	6.47503369098e-05	0.26968889037
b1675	8	gene	0.007643064515	6.44474093249e-05	0.269772321421
b1682	8	gene	0.007643064515	5.17249114679e-05	0.276722012637
b1680	8	gene	0.007643064515	3.39122404175e-05	0.276671934108
b1686	8	gene	0.007643064515	2.81743130574e-05	0.276817874799
b1683	8	gene	0.007643064515	2.42923537581e-05	0.276773737549
b1685	8	gene	0.007643064515	1.93892991028e-05	0.2767984855
b1681	8	gene	0.007643064515	1.6166288831e-05	0.276705846349
b1668	8	gene	0.007643064515	1.02838103863e-05	0.269753640707
b1673	8	gene	0.007643064515	8.39690411183e-06	0.269763924517
b1684	8	gene	0.007643064515	4.55597192877e-07	0.276798029903
b4430	8	gene	0.007643064515	-0.0	0.2767984855
PM0-2801	8	promoter	0.007643064515	-0.0	0.2767984855
b1679	8	gene	0.007643064515	-0.0	0.276671934108
PM0-8763	8	promoter	0.007643064515	-0.0	0.275515125623
PM00585	8	promoter	0.007643064515	-0.0	0.269836768831
PM0-10196	8	promoter	0.007643064515	-0.0	0.269772321421
b1674	8	gene	0.007643064515	0.0	0.269772321421
b1672	8	gene	0.007643064515	-0.0	0.269763924517
b1671	8	gene	0.007643064515	-0.0	0.269763924517
b1670	8	gene	0.007643064515	-0.0	0.269763924517
b1669	8	gene	0.007643064515	-0.0	0.269763924517
b1666	8	gene	0.007643064515	-0.0	0.26968889037
b1665	8	gene	0.007643064515	-0.0	0.26968889037
PM00648	8	promoter	0.007643064515	-0.0	0.26968889037
PM0-9712	8	promoter	0.007643064515	-0.0	0.26968889037
b1663	8	gene	0.007643064515	-0.0	0.269622161016
b3984	7	gene	0.007616054242	0.00476682853	0.883812662383
b3983	7	gene	0.007616054242	0.00284922571214	0.880963436671
PM00496	7	promoter	0.007616054242	-0.0	0.880963436671
b3870	6	gene	0.007514413704	0.00351953530805	0.859600532727
b3871	6	gene	0.007514413704	0.00295309495027	0.863120068035
b3893	6	gene	0.007514413704	0.000365224841847	0.866453536302
b3895	6	gene	0.007514413704	0.000271055648445	0.866843890782
b3888	6	gene	0.007514413704	0.00019088097409	0.866088458607
b3891	6	gene	0.007514413704	0.000174196720512	0.866279339581
b3894	6	gene	0.007514413704	2.51296387841e-05	0.866818761143
b3878	6	gene	0.007514413704	1.42482375495e-05	0.866073162985
b3884	6	gene	0.007514413704	7.21834207099e-07	0.866087411222
b3887	6	gene	0.007514413704	3.25550397636e-07	0.866088133057
b3898	6	gene	0.007514413704	-0.0	0.867114946431
b3897	6	gene	0.007514413704	-0.0	0.867114946431
b3896	6	gene	0.007514413704	-0.0	0.867114946431
b3892	6	gene	0.007514413704	-0.0	0.866453536302
b3890	6	gene	0.007514413704	-0.0	0.866279339581
b3889	6	gene	0.007514413704	-0.0	0.866279339581
b3886	6	gene	0.007514413704	-0.0	0.866088133057
b3885	6	gene	0.007514413704	0.0	0.866088133057
PM0-10169	6	promoter	0.007514413704	-0.0	0.866088133057
b3883	6	gene	0.007514413704	-0.0	0.866087411222
b3882	6	gene	0.007514413704	-0.0	0.866087411222
b3881	6	gene	0.007514413704	-0.0	0.866087411222
b3880	6	gene	0.007514413704	-0.0	0.866087411222
b3879	6	gene	0.007514413704	-0.0	0.866087411222
b3877	6	gene	0.007514413704	-0.0	0.866073162985
b3876	6	gene	0.007514413704	-0.0	0.866073162985
b3875	6	gene	0.007514413704	-0.0	0.866073162985
b3874	6	gene	0.007514413704	-0.0	0.866073162985
b3873	6	gene	0.007514413704	-0.0	0.866073162985
b3872	6	gene	0.007514413704	-0.0	0.866073162985
PM00034	6	promoter	0.007514413704	-0.0	0.863120068035
b2465	5	gene	0.007384099445	0.00524517649179	0.391945703068
b2468	5	gene	0.007384099445	0.000608888991883	0.397196512347
b2463	5	gene	0.007384099445	0.000580339872736	0.39110043638
b2431	5	gene	0.007384099445	0.000406018407312	0.390519309948
b2464	5	gene	0.007384099445	0.000264926815778	0.391680776253
b2470	5	gene	0.007384099445	9.51617829664e-05	0.397805401339
b2439	5	gene	0.007384099445	3.91440038199e-05	0.390999620341
b2441	5	gene	0.007384099445	3.90281346825e-05	0.391061408245
b2434	5	gene	0.007384099445	3.40465259539e-05	0.390947048237
b2440	5	gene	0.007384099445	2.26439000867e-05	0.391038764345
b2432	5	gene	0.007384099445	2.17198811709e-05	0.390925328356
b2435	5	gene	0.007384099445	1.16639994871e-05	0.390981094763
b2436	5	gene	0.007384099445	6.8615789302e-06	0.390992758762
b2467	5	gene	0.007384099445	5.63278704488e-06	0.39719087956
b2471	5	gene	0.007384099445	2.8462704853e-06	0.397900563122
PM0-36248	5	promoter	0.007384099445	-0.0	0.397900563122
b4606	5	gene	0.007384099445	-0.0	0.397900563122
PM0-8401	5	promoter	0.007384099445	-0.0	0.397805401339
b2469	5	gene	0.007384099445	-0.0	0.397805401339
PM0-36247	5	promoter	0.007384099445	-0.0	0.397805401339
b2466	5	gene	0.007384099445	-0.0	0.39719087956
PM0-7682	5	promoter	0.007384099445	-0.0	0.391945703068
PM0-10095	5	promoter	0.007384099445	-0.0	0.391680776253
PM0-8523	5	promoter	0.007384099445	-0.0	0.391680776253
b2462	5	gene	0.007384099445	-0.0	0.39110043638
b2461	5	gene	0.007384099445	-0.0	0.39110043638
b2460	5	gene	0.007384099445	-0.0	0.39110043638
b2459	5	gene	0.007384099445	-0.0	0.39110043638
b2458	5	gene	0.007384099445	-0.0	0.39110043638
b2457	5	gene	0.007384099445	-0.0	0.39110043638
b2456	5	gene	0.007384099445	-0.0	0.39110043638
b2455	5	gene	0.007384099445	-0.0	0.39110043638
b2454	5	gene	0.007384099445	-0.0	0.39110043638
b2453	5	gene	0.007384099445	-0.0	0.39110043638
b2452	5	gene	0.007384099445	-0.0	0.39110043638
b2451	5	gene	0.007384099445	-0.0	0.39110043638
b2450	5	gene	0.007384099445	-0.0	0.39110043638
b2449	5	gene	0.007384099445	-0.0	0.39110043638
b2448	5	gene	0.007384099445	-0.0	0.39110043638
b2447	5	gene	0.007384099445	-0.0	0.39110043638
b2446	5	gene	0.007384099445	-0.0	0.39110043638
PM0-46124	5	promoter	0.007384099445	-0.0	0.39110043638
b2445	5	gene	0.007384099445	-0.0	0.39110043638
b2444	5	gene	0.007384099445	-0.0	0.39110043638
b2443	5	gene	0.007384099445	-0.0	0.39110043638
b2442	5	gene	0.007384099445	-0.0	0.39110043638
b2438	5	gene	0.007384099445	-0.0	0.390999620341
b2437	5	gene	0.007384099445	-0.0	0.390999620341
PM0-2922	5	promoter	0.007384099445	-0.0	0.390992758762
PM0-2921	5	promoter	0.007384099445	-0.0	0.390981094763
b2433	5	gene	0.007384099445	-0.0	0.390947048237
PM0-3684	5	promoter	0.007384099445	-0.0	0.390947048237
b0033	4	gene	0.0069996232738	0.00530709275966	0.0161817279872
b0032	4	gene	0.0069996232738	0.00169253051414	0.0144891974731
PM00319	4	promoter	0.0069996232738	-0.0	0.0161817279872
PM00151	4	promoter	0.0069996232738	-0.0	0.0144891974731
b0605	3	gene	0.006308143193	0.00504277992586	0.109821121689
b0606	3	gene	0.006308143193	0.000753064864366	0.114863901614
b0607	3	gene	0.006308143193	0.000377864223587	0.115616966479
b0611	3	gene	0.006308143193	7.5155982253e-05	0.116011337349
b0598	3	gene	0.006308143193	4.15044486133e-05	0.109778350139
b0610	3	gene	0.006308143193	1.65066470934e-05	0.115994830702
b0604	3	gene	0.006308143193	1.26710139741e-06	0.109819854587
PM0-9991	3	promoter	0.006308143193	-0.0	0.116086493332
b0608	3	gene	0.006308143193	0.0	0.115994830702
PM0-9990	3	promoter	0.006308143193	-0.0	0.115994830702
PM-8821	3	promoter	0.006308143193	-0.0	0.114863901614
PM00102	3	promoter	0.006308143193	-0.0	0.109821121689
PM0-10408	3	promoter	0.006308143193	-0.0	0.109821121689
PM0-10406	3	promoter	0.006308143193	-0.0	0.109821121689
b0603	3	gene	0.006308143193	-0.0	0.109819854587
PM0-10368	3	promoter	0.006308143193	-0.0	0.109819854587
b0602	3	gene	0.006308143193	-0.0	0.109819854587
b0601	3	gene	0.006308143193	-0.0	0.109819854587
b0600	3	gene	0.006308143193	-0.0	0.109819854587
b0599	3	gene	0.006308143193	-0.0	0.109819854587
b4512	3	gene	0.006308143193	-0.0	0.109819854587
PM0-7163	3	promoter	0.006308143193	-0.0	0.109778350139
b2296	2	gene	0.006228881208	0.00276938903799	0.356518765208
b2297	2	gene	0.006228881208	0.00231573369819	0.359288154246
b2294	2	gene	0.006228881208	0.000439861750828	0.356077293648
b2290	2	gene	0.006228881208	0.000315881343488	0.355747430368
b2300	2	gene	0.006228881208	0.000123422930031	0.36165752199
b2303	2	gene	0.006228881208	9.71227307048e-05	0.361791487286
b2309	2	gene	0.006228881208	6.57350132309e-05	0.361908127241
b2299	2	gene	0.006228881208	2.83875425209e-05	0.361629134447
b2298	2	gene	0.006228881208	2.52465031361e-05	0.361603887944
b2304	2	gene	0.006228881208	1.34001797291e-05	0.361888610017
b2301	2	gene	0.006228881208	1.05423662014e-05	0.36178094492
b2293	2	gene	0.006228881208	8.4353155441e-06	0.356068858333
b2306	2	gene	0.006228881208	6.11704459487e-06	0.361902010196
b2291	2	gene	0.006228881208	5.54662146742e-06	0.356063311711
b2310	2	gene	0.006228881208	2.44932212186e-06	0.361973862254
b2295	2	gene	0.006228881208	1.60980860432e-06	0.356517155399
PM0-3781	2	promoter	0.006228881208	-0.0	0.361976311576
PM0-9577	2	promoter	0.006228881208	-0.0	0.361973862254
b2308	2	gene	0.006228881208	-0.0	0.361908127241
b2307	2	gene	0.006228881208	-0.0	0.361908127241
b2305	2	gene	0.006228881208	-0.0	0.361902010196
b2302	2	gene	0.006228881208	-0.0	0.361791487286
PM00524	2	promoter	0.006228881208	-0.0	0.356518765208
PM0-46328	2	promoter	0.006228881208	-0.0	0.356517155399
b2292	2	gene	0.006228881208	-0.0	0.356068858333
PM0-45323	2	promoter	0.006228881208	-0.0	0.356063311711
PM0-45322	2	promoter	0.006228881208	-0.0	0.355747430368
b2903	1	gene	0.006142107479	0.00282630730061	0.489999764576
b2905	1	gene	0.006142107479	0.00119772994696	0.493720985713
b2904	1	gene	0.006142107479	0.000894913836135	0.492826071877
b2908	1	gene	0.006142107479	0.000518198414929	0.494964160658
b2898	1	gene	0.006142107479	0.000299920856137	0.489532518061
b2901	1	gene	0.006142107479	0.000166643928434	0.489832438917
b2910	1	gene	0.006142107479	0.000120660650893	0.495522571636
b2909	1	gene	0.006142107479	4.02125630487e-05	0.495482359073
b2906	1	gene	0.006142107479	3.08978047497e-05	0.49491871566
b2897	1	gene	0.006142107479	1.65199915641e-05	0.48951599807
b2907	1	gene	0.006142107479	1.45471927711e-05	0.494949613465
b2896	1	gene	0.006142107479	1.17702555734e-05	0.489504227814
b2894	1	gene	0.006142107479	3.10300567656e-06	0.489501124808
b2902	1	gene	0.006142107479	6.81730749198e-07	0.489999082846
PM0-46275	1	promoter	0.006142107479	-0.0	0.495522571636
PM00233	1	promoter	0.006142107479	-0.0	0.49491871566
b2900	1	gene	0.006142107479	-0.0	0.489832438917
b2899	1	gene	0.006142107479	-0.0	0.489832438917
PM0-10118	1	promoter	0.006142107479	-0.0	0.489532518061
PM0-10117	1	promoter	0.006142107479	-0.0	0.489532518061
b2895	1	gene	0.006142107479	-0.0	0.489504227814
PM0-3382	1	promoter	0.006142107479	-0.0	0.489504227814
PM0-9743	1	promoter	0.006142107479	-0.0	0.489504227814
