$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	Step_06_cumate	Step_06_cumate_cumulative_abundance
b1586	9	gene	0.014529639478	1.34211915147e-05	0.303381590395
b1585	9	gene	0.014529639478	7.0374174183e-06	0.303374552977
b1591	9	gene	0.014529639478	1.02953536239e-06	0.303465872295
b1590	9	gene	0.014529639478	-0.0	0.303465872295
b1587	9	gene	0.014529639478	-0.0	0.303395011586
PM0-5721	9	promoter	0.014529639478	-0.0	0.303395011586
PM0-10047	9	promoter	0.014529639478	-0.0	0.303237692007
b1582	9	gene	0.014529639478	-0.0	0.303237692007
b1579	9	gene	0.014529639478	-0.0	0.288937262352
b1578	9	gene	0.014529639478	-0.0	0.288937262352
b1577	9	gene	0.014529639478	-0.0	0.288937262352
b1576	9	gene	0.014529639478	-0.0	0.288937262352
b1575	9	gene	0.014529639478	-0.0	0.288937262352
PM0-9327	9	promoter	0.014529639478	-0.0	0.288937262352
b0436	8	gene	0.0139614558935	0.0105013433122	0.0863821874335
b0439	8	gene	0.0139614558935	0.00144751240885	0.098896130918
b0437	8	gene	0.0139614558935	0.00125474072321	0.0968835307457
b0438	8	gene	0.0139614558935	0.000757859449096	0.0981382714689
PM00511	8	promoter	0.0139614558935	-0.0	0.098896130918
sraA	8	gene	0.0139614558935	-0.0	0.098896130918
PM0-9696	8	promoter	0.0139614558935	-0.0	0.0981382714689
PM00569	8	promoter	0.0139614558935	-0.0	0.0968835307457
PM0-9744	8	promoter	0.0139614558935	-0.0	0.0968835307457
PM00339	8	promoter	0.0139614558935	-0.0	0.0968835307457
PM0-9980	8	promoter	0.0139614558935	-0.0	0.0863821874335
b0014	7	gene	0.00787839763682	0.00726757747297	0.00503635311248
b0015	7	gene	0.00787839763682	0.000610820163832	0.0123039305855
b0018	7	gene	0.00787839763682	-0.0	0.0129147507493
b0016	7	gene	0.00787839763682	-0.0	0.0129147507493
PM00316	7	promoter	0.00787839763682	-0.0	0.00503635311248
b0013	7	gene	0.00787839763682	-0.0	0.00503635311248
b0011	7	gene	0.00787839763682	-0.0	0.00503635311248
b3984	6	gene	0.007061745395	0.00457547889264	0.888805870393
b3983	6	gene	0.007061745395	0.00248626650274	0.88631960389
PM00496	6	promoter	0.007061745395	-0.0	0.88631960389
b3871	5	gene	0.006769840035	0.00323730373963	0.868059084164
b3870	5	gene	0.006769840035	0.00252855548539	0.865530528678
b3893	5	gene	0.006769840035	0.000309111343197	0.871776258162
b3888	5	gene	0.006769840035	0.000302783854107	0.871357324822
b3895	5	gene	0.006769840035	0.000149782817238	0.872150585895
b3891	5	gene	0.006769840035	0.000116149486038	0.871660108676
b3894	5	gene	0.006769840035	6.52163900478e-05	0.872085369505
b3887	5	gene	0.006769840035	2.85397588922e-05	0.871328785063
b3878	5	gene	0.006769840035	1.52401341448e-05	0.871296387903
b3885	5	gene	0.006769840035	1.01860472966e-05	0.871318599016
b3884	5	gene	0.006769840035	6.97097830132e-06	0.871311628037
b3898	5	gene	0.006769840035	-0.0	0.872300368713
b3897	5	gene	0.006769840035	-0.0	0.872300368713
b3896	5	gene	0.006769840035	-0.0	0.872300368713
b3892	5	gene	0.006769840035	-0.0	0.871776258162
b3890	5	gene	0.006769840035	-0.0	0.871660108676
b3889	5	gene	0.006769840035	-0.0	0.871660108676
b3886	5	gene	0.006769840035	-0.0	0.871328785063
PM0-10169	5	promoter	0.006769840035	-0.0	0.871318599016
b3883	5	gene	0.006769840035	-0.0	0.871311628037
b3882	5	gene	0.006769840035	-0.0	0.871311628037
b3881	5	gene	0.006769840035	-0.0	0.871311628037
b3880	5	gene	0.006769840035	-0.0	0.871311628037
b3879	5	gene	0.006769840035	-0.0	0.871311628037
b3877	5	gene	0.006769840035	-0.0	0.871296387903
b3876	5	gene	0.006769840035	-0.0	0.871296387903
b3875	5	gene	0.006769840035	-0.0	0.871296387903
b3874	5	gene	0.006769840035	-0.0	0.871296387903
b3873	5	gene	0.006769840035	-0.0	0.871296387903
b3872	5	gene	0.006769840035	-0.0	0.871296387903
PM00034	5	promoter	0.006769840035	-0.0	0.868059084164
b1676	4	gene	0.006514816639	0.00444087620017	0.311080566734
b1677	4	gene	0.006514816639	0.00122000078806	0.315521442934
b1687	4	gene	0.006514816639	0.00043376522202	0.316962329583
b1667	4	gene	0.006514816639	0.000107409988307	0.310952061656
b1664	4	gene	0.006514816639	6.34027509198e-05	0.310888658905
b1678	4	gene	0.006514816639	6.28408469775e-05	0.316741443722
b1682	4	gene	0.006514816639	4.82255677913e-05	0.316841247643
b1686	4	gene	0.006514816639	3.95307937234e-05	0.316922798789
b1681	4	gene	0.006514816639	2.02838825406e-05	0.31682096376
b1683	4	gene	0.006514816639	1.86406285059e-05	0.31688947321
b1680	4	gene	0.006514816639	1.66791913276e-05	0.316804284569
b1685	4	gene	0.006514816639	1.38702033714e-05	0.316908928586
b1675	4	gene	0.006514816639	1.17060264652e-05	0.311068860707
b1688	4	gene	0.006514816639	7.38073846442e-06	0.317396094805
b1674	4	gene	0.006514816639	4.5127692969e-06	0.311064347938
b1668	4	gene	0.006514816639	3.90345880029e-06	0.311059471644
b1673	4	gene	0.006514816639	9.72834472463e-07	0.311063375103
b1684	4	gene	0.006514816639	8.14747178193e-07	0.316908113839
b1692	4	gene	0.006514816639	-0.0	0.317403475544
b1691	4	gene	0.006514816639	-0.0	0.317403475544
b1690	4	gene	0.006514816639	-0.0	0.317403475544
b1689	4	gene	0.006514816639	-0.0	0.317403475544
PM0-9596	4	promoter	0.006514816639	-0.0	0.317403475544
b4431	4	gene	0.006514816639	-0.0	0.317403475544
b4430	4	gene	0.006514816639	-0.0	0.316908928586
PM0-2801	4	promoter	0.006514816639	-0.0	0.316908928586
b1679	4	gene	0.006514816639	-0.0	0.316804284569
PM0-8763	4	promoter	0.006514816639	-0.0	0.315521442934
PM00585	4	promoter	0.006514816639	-0.0	0.311080566734
PM0-10196	4	promoter	0.006514816639	-0.0	0.311068860707
b1672	4	gene	0.006514816639	-0.0	0.311063375103
b1671	4	gene	0.006514816639	-0.0	0.311063375103
b1670	4	gene	0.006514816639	-0.0	0.311063375103
b1669	4	gene	0.006514816639	-0.0	0.311063375103
b1666	4	gene	0.006514816639	-0.0	0.310952061656
b1665	4	gene	0.006514816639	-0.0	0.310952061656
PM00648	4	promoter	0.006514816639	-0.0	0.310952061656
PM0-9712	4	promoter	0.006514816639	-0.0	0.310952061656
b2000	3	gene	0.006404682768	0.00524493715153	0.361715146076
b2007	3	gene	0.006404682768	0.000524650600989	0.366992568614
b2012	3	gene	0.006404682768	0.000433507540712	0.367536977469
b2016	3	gene	0.006404682768	9.44931620282e-05	0.367988131955
b2001	3	gene	0.006404682768	3.24853865285e-05	0.366960083228
b1991	3	gene	0.006404682768	2.56607888346e-05	0.361684739304
b2011	3	gene	0.006404682768	1.8074383394e-05	0.367518903086
b2014	3	gene	0.006404682768	1.03577928646e-05	0.367977774162
b2013	3	gene	0.006404682768	7.28915222146e-06	0.36797048501
b1990	3	gene	0.006404682768	6.79695495876e-06	0.361677942349
b1994	3	gene	0.006404682768	3.58713419228e-06	0.361711558942
b2009	3	gene	0.006404682768	1.68387066594e-06	0.367517219215
b1993	3	gene	0.006404682768	1.15884917102e-06	0.361710400093
b2015	3	gene	0.006404682768	-0.0	0.367988131955
b4678	3	gene	0.006404682768	-0.0	0.367988131955
PM0-10075	3	promoter	0.006404682768	-0.0	0.367977774162
PM00396	3	promoter	0.006404682768	-0.0	0.367518903086
b2010	3	gene	0.006404682768	-0.0	0.367518903086
PM0-10073	3	promoter	0.006404682768	-0.0	0.367518903086
b2008	3	gene	0.006404682768	-0.0	0.367517219215
b4538	3	gene	0.006404682768	-0.0	0.366992568614
b4642	3	gene	0.006404682768	-0.0	0.366992568614
b2006	3	gene	0.006404682768	-0.0	0.366992568614
b2005	3	gene	0.006404682768	-0.0	0.366992568614
b2004	3	gene	0.006404682768	-0.0	0.366992568614
b2003	3	gene	0.006404682768	-0.0	0.366992568614
b2002	3	gene	0.006404682768	-0.0	0.366992568614
PM0-10071	3	promoter	0.006404682768	-0.0	0.361715146076
PM0-2881	3	promoter	0.006404682768	-0.0	0.361715146076
b4435	3	gene	0.006404682768	-0.0	0.361715146076
b1999	3	gene	0.006404682768	-0.0	0.361715146076
b1997	3	gene	0.006404682768	-0.0	0.361715146076
b1996	3	gene	0.006404682768	-0.0	0.361715146076
b4582	3	gene	0.006404682768	-0.0	0.361715146076
b4641	3	gene	0.006404682768	-0.0	0.361715146076
b4640	3	gene	0.006404682768	-0.0	0.361715146076
b4639	3	gene	0.006404682768	-0.0	0.361711558942
PM0-8751	3	promoter	0.006404682768	-0.0	0.361711558942
b1992	3	gene	0.006404682768	-0.0	0.361710400093
b2903	1	gene	0.006026033823	0.00214967591471	0.520837533659
b2904	1	gene	0.006026033823	0.00142128688968	0.522987209573
b2905	1	gene	0.006026033823	0.00118066758344	0.524408496463
b2908	1	gene	0.006026033823	0.000469463366073	0.525649849724
b2898	1	gene	0.006026033823	0.000380229734389	0.520305063556
b2901	1	gene	0.006026033823	0.000151165213626	0.52068529329
b2910	1	gene	0.006026033823	0.000103900801232	0.526176480199
b2909	1	gene	0.006026033823	5.71671093664e-05	0.52611931309
b2897	1	gene	0.006026033823	3.5644031419e-05	0.520269419524
b2906	1	gene	0.006026033823	3.54999428153e-05	0.525589164046
b2907	1	gene	0.006026033823	2.51857346195e-05	0.525624663989
b2896	1	gene	0.006026033823	1.26192296543e-05	0.520256800294
b2894	1	gene	0.006026033823	2.45311616522e-06	0.520254347178
b2902	1	gene	0.006026033823	1.07515506023e-06	0.520836458504
PM0-46275	1	promoter	0.006026033823	-0.0	0.526176480199
PM00233	1	promoter	0.006026033823	-0.0	0.525589164046
b2900	1	gene	0.006026033823	-0.0	0.52068529329
b2899	1	gene	0.006026033823	-0.0	0.52068529329
PM0-10118	1	promoter	0.006026033823	-0.0	0.520305063556
PM0-10117	1	promoter	0.006026033823	-0.0	0.520305063556
b2895	1	gene	0.006026033823	-0.0	0.520256800294
PM0-3382	1	promoter	0.006026033823	-0.0	0.520256800294
PM0-9743	1	promoter	0.006026033823	-0.0	0.520256800294
PM0-10175	2	promoter	0.0	-0.0	0.931651435837
