$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	Step_11_cumate	Step_11_cumate_cumulative_abundance
PM0-9744	8	promoter	0.0132554043394	-0.0	0.102185244473
PM00339	8	promoter	0.0132554043394	-0.0	0.102185244473
PM0-9980	8	promoter	0.0132554043394	-0.0	0.0925002058566
b0014	7	gene	0.00866009535586	0.00805447221855	0.00493676200864
b0015	7	gene	0.00866009535586	0.000605623137324	0.0129912342272
b4413	7	gene	0.00866009535586	-0.0	0.0135968573645
b0018	7	gene	0.00866009535586	-0.0	0.0135968573645
b4412	7	gene	0.00866009535586	-0.0	0.0135968573645
b0016	7	gene	0.00866009535586	-0.0	0.0135968573645
PM00316	7	promoter	0.00866009535586	-0.0	0.00493676200864
b0013	7	gene	0.00866009535586	-0.0	0.00493676200864
b2000	6	gene	0.008297700196	0.00753678406757	0.366968103603
b2007	6	gene	0.008297700196	0.000411916355643	0.374557310586
b2012	6	gene	0.008297700196	0.000144850374089	0.37500277396
b2016	6	gene	0.008297700196	6.73373179075e-05	0.375165705727
b2001	6	gene	0.008297700196	5.24229152895e-05	0.374504887671
b2011	6	gene	0.008297700196	3.35470186449e-05	0.374969226942
b1991	6	gene	0.008297700196	1.3081385622e-05	0.366946487014
b1990	6	gene	0.008297700196	1.11441651271e-05	0.366935342849
b2013	6	gene	0.008297700196	9.41862016809e-06	0.375147624334
b2014	6	gene	0.008297700196	8.66277253108e-06	0.375157042955
b1994	6	gene	0.008297700196	5.11382191461e-06	0.366962989781
b1993	6	gene	0.008297700196	3.42138160146e-06	0.3669595684
b2015	6	gene	0.008297700196	-0.0	0.375165705727
b4678	6	gene	0.008297700196	-0.0	0.375165705727
PM0-10075	6	promoter	0.008297700196	-0.0	0.375157042955
PM00396	6	promoter	0.008297700196	-0.0	0.374969226942
b2010	6	gene	0.008297700196	-0.0	0.374969226942
PM0-10073	6	promoter	0.008297700196	-0.0	0.374969226942
b2009	6	gene	0.008297700196	0.0	0.374969226942
b2008	6	gene	0.008297700196	-0.0	0.374969226942
b4538	6	gene	0.008297700196	-0.0	0.374557310586
b4642	6	gene	0.008297700196	-0.0	0.374557310586
b2006	6	gene	0.008297700196	-0.0	0.374557310586
b2005	6	gene	0.008297700196	-0.0	0.374557310586
b2004	6	gene	0.008297700196	-0.0	0.374557310586
b2003	6	gene	0.008297700196	-0.0	0.374557310586
b2002	6	gene	0.008297700196	-0.0	0.374557310586
PM0-10071	6	promoter	0.008297700196	-0.0	0.366968103603
PM0-2881	6	promoter	0.008297700196	-0.0	0.366968103603
b4435	6	gene	0.008297700196	-0.0	0.366968103603
b1999	6	gene	0.008297700196	-0.0	0.366968103603
b1997	6	gene	0.008297700196	-0.0	0.366968103603
b1996	6	gene	0.008297700196	-0.0	0.366968103603
b4582	6	gene	0.008297700196	-0.0	0.366968103603
b4641	6	gene	0.008297700196	-0.0	0.366968103603
b4640	6	gene	0.008297700196	-0.0	0.366968103603
b4639	6	gene	0.008297700196	-0.0	0.366962989781
PM0-8751	6	promoter	0.008297700196	-0.0	0.366962989781
b1992	6	gene	0.008297700196	-0.0	0.3669595684
b3984	5	gene	0.007205829341	0.00446870783015	0.87618037325
b3983	5	gene	0.007205829341	0.00273712151071	0.873443251739
PM00496	5	promoter	0.007205829341	-0.0	0.873443251739
b1676	4	gene	0.006437098697	0.00392318161262	0.31921167232
b1677	4	gene	0.006437098697	0.00143452070603	0.323134853933
b1687	4	gene	0.006437098697	0.000451094086581	0.324851562122
b1667	4	gene	0.006437098697	0.000172538857938	0.318999946442
b1664	4	gene	0.006437098697	0.0001094197303	0.318890526712
b1678	4	gene	0.006437098697	8.38868163341e-05	0.324569374639
b1682	4	gene	0.006437098697	6.57006838405e-05	0.324704355266
b1686	4	gene	0.006437098697	4.87683599697e-05	0.324802793762
b1681	4	gene	0.006437098697	2.59899778566e-05	0.324678365288
b1680	4	gene	0.006437098697	2.51038333734e-05	0.324653261455
b1688	4	gene	0.006437098697	2.49692005376e-05	0.325302656208
b1683	4	gene	0.006437098697	2.08160218687e-05	0.32477005595
b1674	4	gene	0.006437098697	1.4875144324e-05	0.319183685539
b1675	4	gene	0.006437098697	1.31116371568e-05	0.319198560683
b1685	4	gene	0.006437098697	1.17126546164e-05	0.324791081107
b1668	4	gene	0.006437098697	6.87411719401e-06	0.3191724853
b1673	4	gene	0.006437098697	4.32612112454e-06	0.319179359417
b1684	4	gene	0.006437098697	2.09135036847e-07	0.324790871972
b4430	4	gene	0.006437098697	-0.0	0.324791081107
PM0-2801	4	promoter	0.006437098697	-0.0	0.324791081107
b1679	4	gene	0.006437098697	-0.0	0.324653261455
PM0-8763	4	promoter	0.006437098697	-0.0	0.323134853933
PM00585	4	promoter	0.006437098697	-0.0	0.31921167232
PM0-10196	4	promoter	0.006437098697	-0.0	0.319198560683
b1672	4	gene	0.006437098697	-0.0	0.319179359417
b1671	4	gene	0.006437098697	-0.0	0.319179359417
b1670	4	gene	0.006437098697	-0.0	0.319179359417
b1669	4	gene	0.006437098697	-0.0	0.319179359417
b1666	4	gene	0.006437098697	-0.0	0.318999946442
b1665	4	gene	0.006437098697	-0.0	0.318999946442
PM00648	4	promoter	0.006437098697	-0.0	0.318999946442
PM0-9712	4	promoter	0.006437098697	-0.0	0.318999946442
b2903	3	gene	0.006351894512	0.0024170501293	0.52968371729
b2904	3	gene	0.006351894512	0.00140418196662	0.532100767419
b2905	3	gene	0.006351894512	0.00132955035087	0.533504949386
b2908	3	gene	0.006351894512	0.000421891765711	0.534878957307
b2898	3	gene	0.006351894512	0.00039971820886	0.529122522283
b2901	3	gene	0.006351894512	0.000158908612667	0.529522240492
b2910	3	gene	0.006351894512	0.00011632827456	0.535326308553
b2906	3	gene	0.006351894512	3.0018401711e-05	0.534834499736
b2909	3	gene	0.006351894512	2.54594800581e-05	0.535300849073
b2897	3	gene	0.006351894512	2.17623662903e-05	0.529100759917
b2907	3	gene	0.006351894512	1.44391690397e-05	0.534864518138
b2894	3	gene	0.006351894512	1.00176010011e-05	0.529090742316
b2902	3	gene	0.006351894512	2.56818491254e-06	0.529681149105
PM0-46275	3	promoter	0.006351894512	-0.0	0.535326308553
PM00233	3	promoter	0.006351894512	-0.0	0.534834499736
b2900	3	gene	0.006351894512	-0.0	0.529522240492
b2899	3	gene	0.006351894512	-0.0	0.529522240492
PM0-10118	3	promoter	0.006351894512	-0.0	0.529122522283
PM0-10117	3	promoter	0.006351894512	-0.0	0.529122522283
b2896	3	gene	0.006351894512	0.0	0.529100759917
b2895	3	gene	0.006351894512	-0.0	0.529100759917
PM0-3382	3	promoter	0.006351894512	-0.0	0.529100759917
PM0-9743	3	promoter	0.006351894512	-0.0	0.529100759917
b0033	1	gene	0.0060868706485	0.00455855774028	0.018822284402
b0032	1	gene	0.0060868706485	0.0015283129082	0.0172939714938
PM00319	1	promoter	0.0060868706485	-0.0	0.018822284402
PM00151	1	promoter	0.0060868706485	-0.0	0.0172939714938
b2185	2	gene	0.00582761241	0.00313351699001	0.392226127152
b2167	2	gene	0.00582761241	0.000796846596724	0.389805459602
b2169	2	gene	0.00582761241	0.000736545785979	0.390787443018
b2171	2	gene	0.00582761241	0.000469163592065	0.391523988803
b2168	2	gene	0.00582761241	0.000185136819115	0.390602306198
b2186	2	gene	0.00582761241	0.000172411796235	0.395359644142
b2183	2	gene	0.00582761241	0.000148366389988	0.392077760762
b2187	2	gene	0.00582761241	0.000101016073405	0.395532055938
b2180	2	gene	0.00582761241	4.65485006715e-05	0.392028157912
b2173	2	gene	0.00582761241	2.31911133778e-05	0.391993152396
b2175	2	gene	0.00582761241	5.82856819032e-06	0.39201799612
b2177	2	gene	0.00582761241	4.33322444515e-06	0.392023824688
b2181	2	gene	0.00582761241	3.05434927222e-06	0.392074706413
b2174	2	gene	0.00582761241	1.652610642e-06	0.392016343509
PM0-46360	2	promoter	0.00582761241	-0.0	0.392226127152
b2184	2	gene	0.00582761241	0.0	0.392226127152
PM0-10470	2	promoter	0.00582761241	-0.0	0.392226127152
b2182	2	gene	0.00582761241	-0.0	0.392077760762
PM0-46319	2	promoter	0.00582761241	-0.0	0.392077760762
b2179	2	gene	0.00582761241	-0.0	0.392028157912
b2178	2	gene	0.00582761241	0.0	0.392028157912
b2176	2	gene	0.00582761241	-0.0	0.392023824688
PM0-46320	2	promoter	0.00582761241	-0.0	0.39201799612
b2172	2	gene	0.00582761241	-0.0	0.391993152396
PM0-36246	2	promoter	0.00582761241	-0.0	0.391523988803
PM0-36245	2	promoter	0.00582761241	-0.0	0.391523988803
b4502	2	gene	0.00582761241	-0.0	0.391523988803
b2170	2	gene	0.00582761241	-0.0	0.391523988803
PM00221	2	promoter	0.00582761241	-0.0	0.391523988803
