$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	Step_16_control	Step_16_control_cumulative_abundance
PM0-5721	12	promoter	0.017627857647	-0.0	0.273195038141
PM0-10047	12	promoter	0.017627857647	-0.0	0.273051819012
b1582	12	gene	0.017627857647	-0.0	0.273051819012
b0957	11	gene	0.014252090721	0.0138973662419	0.174489388301
b0962	11	gene	0.014252090721	0.000128767949715	0.18840355074
b0967	11	gene	0.014252090721	7.95184347474e-05	0.188604121316
b0963	11	gene	0.014252090721	3.85580116723e-05	0.18853231869
b0955	11	gene	0.014252090721	2.98851036229e-05	0.17445323589
b0969	11	gene	0.014252090721	2.00464307395e-05	0.188685280181
b0966	11	gene	0.014252090721	1.70464059078e-05	0.18858707491
b0965	11	gene	0.014252090721	1.61982090648e-05	0.188570876701
b0960	11	gene	0.014252090721	1.12689467583e-05	0.188386754543
b0956	11	gene	0.014252090721	6.26730733516e-06	0.174483120994
b0961	11	gene	0.014252090721	5.52725001396e-06	0.18839802349
b0968	11	gene	0.014252090721	1.6404296393e-06	0.188683639751
PM0-9395	11	promoter	0.014252090721	-0.0	0.188705326611
b0970	11	gene	0.014252090721	-0.0	0.188705326611
PM0-36218	11	promoter	0.014252090721	-0.0	0.188570876701
b0964	11	gene	0.014252090721	-0.0	0.188570876701
PM0-10012	11	promoter	0.014252090721	-0.0	0.188570876701
PM0-36233	11	promoter	0.014252090721	-0.0	0.18840355074
PM0-36232	11	promoter	0.014252090721	-0.0	0.18840355074
b0959	11	gene	0.014252090721	-0.0	0.188386754543
PM0-46336	11	promoter	0.014252090721	-0.0	0.188386754543
PM00092	11	promoter	0.014252090721	-0.0	0.188386754543
b0958	11	gene	0.014252090721	-0.0	0.188386754543
PM00064	11	promoter	0.014252090721	-0.0	0.188386754543
PM0-10011	11	promoter	0.014252090721	-0.0	0.174483120994
b0436	10	gene	0.0114379364719	0.00903604942646	0.0910614090711
b0437	10	gene	0.0114379364719	0.0010391529657	0.100097458498
b0438	10	gene	0.0114379364719	0.000713144738587	0.101136611463
b0439	10	gene	0.0114379364719	0.000649589341122	0.101849756202
PM00511	10	promoter	0.0114379364719	-0.0	0.101849756202
sraA	10	gene	0.0114379364719	-0.0	0.101849756202
PM0-9696	10	promoter	0.0114379364719	-0.0	0.101136611463
PM00569	10	promoter	0.0114379364719	-0.0	0.100097458498
PM0-9744	10	promoter	0.0114379364719	-0.0	0.100097458498
PM00339	10	promoter	0.0114379364719	-0.0	0.100097458498
PM0-9980	10	promoter	0.0114379364719	-0.0	0.0910614090711
b1243	9	gene	0.010720448417	0.0052456200017	0.227094617433
b1241	9	gene	0.010720448417	0.00417237539086	0.222922242042
b1251	9	gene	0.010720448417	0.000358064162777	0.233249773861
b1247	9	gene	0.010720448417	0.00028070982559	0.232888796026
b1246	9	gene	0.010720448417	0.000255788241568	0.232633007784
b1245	9	gene	0.010720448417	0.000182092821396	0.232450914963
b1244	9	gene	0.010720448417	0.000110677527964	0.232340237435
b1250	9	gene	0.010720448417	6.32276714498e-05	0.23318654619
b1238	9	gene	0.010720448417	3.48524350196e-05	0.222887389607
b1248	9	gene	0.010720448417	9.37293969697e-06	0.233169505851
b1249	9	gene	0.010720448417	7.6673986932e-06	0.233178878791
PM0-10028	9	promoter	0.010720448417	-0.0	0.233607838024
b4595	9	gene	0.010720448417	-0.0	0.23318654619
PM1023	9	promoter	0.010720448417	-0.0	0.23318654619
PM00306	9	promoter	0.010720448417	-0.0	0.227094617433
b1242	9	gene	0.010720448417	-0.0	0.227094617433
PM00279	9	promoter	0.010720448417	-0.0	0.227094617433
b4573	9	gene	0.010720448417	-0.0	0.222922242042
b4015	8	gene	0.009513753715	0.00728946944352	0.922815167827
b4014	8	gene	0.009513753715	0.00222086914513	0.920594298682
b4016	8	gene	0.009513753715	3.41512663429e-06	0.930104637271
b4017	8	gene	0.009513753715	-0.0	0.930108052397
PM00001	8	promoter	0.009513753715	-0.0	0.920594298682
b1493	7	gene	0.009108888817	0.00584878369482	0.247864789219
b1452	7	gene	0.009108888817	0.000832046942771	0.244604684097
b1480	7	gene	0.009108888817	0.00059381968431	0.246386185442
b1492	7	gene	0.009108888817	0.000452647710439	0.247412141509
b1479	7	gene	0.009108888817	0.000437298138936	0.245948887303
b1482	7	gene	0.009108888817	0.000427609225687	0.246980005126
b1474	7	gene	0.009108888817	0.00040312580327	0.245510254947
b1478	7	gene	0.009108888817	2.941134872e-05	0.245919475954
b1464	7	gene	0.009108888817	2.62689018545e-05	0.245458695824
b1461	7	gene	0.009108888817	2.19647845521e-05	0.245436731039
b1468	7	gene	0.009108888817	1.76212410519e-05	0.245492633706
b1467	7	gene	0.009108888817	7.66897987557e-06	0.245484964726
b1475	7	gene	0.009108888817	4.18061944283e-06	0.24591338075
b1484	7	gene	0.009108888817	2.52496326147e-06	0.247407614352
b1491	7	gene	0.009108888817	2.00219376901e-06	0.247410139315
b1477	7	gene	0.009108888817	1.91458466263e-06	0.245917561369
PM450	7	promoter	0.009108888817	-0.0	0.253713572914
b1490	7	gene	0.009108888817	-0.0	0.247410139315
b1489	7	gene	0.009108888817	-0.0	0.247410139315
PM0-46160	7	promoter	0.009108888817	-0.0	0.247410139315
b1488	7	gene	0.009108888817	-0.0	0.247410139315
b1487	7	gene	0.009108888817	-0.0	0.247410139315
b1486	7	gene	0.009108888817	-0.0	0.247410139315
b1485	7	gene	0.009108888817	-0.0	0.247410139315
b1483	7	gene	0.009108888817	-0.0	0.247407614352
PM00544	7	promoter	0.009108888817	-0.0	0.246980005126
PM0-7481	7	promoter	0.009108888817	-0.0	0.246980005126
b1481	7	gene	0.009108888817	-0.0	0.246980005126
PM0-4141	7	promoter	0.009108888817	-0.0	0.246980005126
b1476	7	gene	0.009108888817	0.0	0.245917561369
PM00217	7	promoter	0.009108888817	-0.0	0.245510254947
PM0-10383	7	promoter	0.009108888817	-0.0	0.245510254947
b1473	7	gene	0.009108888817	-0.0	0.245510254947
b1472	7	gene	0.009108888817	-0.0	0.245510254947
b1471	7	gene	0.009108888817	-0.0	0.245510254947
PM0-2841	7	promoter	0.009108888817	-0.0	0.245510254947
b1469	7	gene	0.009108888817	-0.0	0.245510254947
PM-8813	7	promoter	0.009108888817	-0.0	0.245492633706
b1466	7	gene	0.009108888817	-0.0	0.245484964726
b1465	7	gene	0.009108888817	-0.0	0.245484964726
b1463	7	gene	0.009108888817	-0.0	0.245458695824
b1462	7	gene	0.009108888817	-0.0	0.245458695824
b1460	7	gene	0.009108888817	-0.0	0.245436731039
b1459	7	gene	0.009108888817	-0.0	0.245436731039
b1457	7	gene	0.009108888817	-0.0	0.245436731039
b1456	7	gene	0.009108888817	-0.0	0.245436731039
b1455	7	gene	0.009108888817	-0.0	0.245436731039
b1454	7	gene	0.009108888817	-0.0	0.245436731039
PM0-10042	7	promoter	0.009108888817	-0.0	0.245436731039
PM0-8528	7	promoter	0.009108888817	-0.0	0.245436731039
b1453	7	gene	0.009108888817	-0.0	0.245436731039
PM0-10041	7	promoter	0.009108888817	-0.0	0.244604684097
b2465	6	gene	0.008199828519	0.0061369765208	0.397887608706
b2463	6	gene	0.008199828519	0.000482434070808	0.397065535382
b2468	6	gene	0.008199828519	0.00048077056518	0.404031038283
b2431	6	gene	0.008199828519	0.000404833532656	0.396464954829
b2464	6	gene	0.008199828519	0.000339639253419	0.397547969453
b2470	6	gene	0.008199828519	0.000150093178817	0.404511808848
b2439	6	gene	0.008199828519	5.94008397014e-05	0.396962729899
b2432	6	gene	0.008199828519	4.33336467103e-05	0.396869788362
b2441	6	gene	0.008199828519	2.66862387514e-05	0.397038849143
b2434	6	gene	0.008199828519	2.38034752437e-05	0.396913122009
b2435	6	gene	0.008199828519	2.02676200375e-05	0.396936925484
b2440	6	gene	0.008199828519	1.67184048844e-05	0.397022130739
b2467	6	gene	0.008199828519	6.45305613606e-06	0.404024585227
b2436	6	gene	0.008199828519	5.53679488968e-06	0.396957193104
b2471	6	gene	0.008199828519	2.88132026935e-06	0.404661902027
PM0-36248	6	promoter	0.008199828519	-0.0	0.404661902027
b4606	6	gene	0.008199828519	-0.0	0.404661902027
PM0-8401	6	promoter	0.008199828519	-0.0	0.404511808848
b2469	6	gene	0.008199828519	-0.0	0.404511808848
PM0-36247	6	promoter	0.008199828519	-0.0	0.404511808848
b2466	6	gene	0.008199828519	-0.0	0.404024585227
PM0-7682	6	promoter	0.008199828519	-0.0	0.397887608706
PM0-10095	6	promoter	0.008199828519	-0.0	0.397547969453
PM0-8523	6	promoter	0.008199828519	-0.0	0.397547969453
b2462	6	gene	0.008199828519	-0.0	0.397065535382
b2461	6	gene	0.008199828519	-0.0	0.397065535382
b2460	6	gene	0.008199828519	-0.0	0.397065535382
b2459	6	gene	0.008199828519	-0.0	0.397065535382
b2458	6	gene	0.008199828519	-0.0	0.397065535382
b2457	6	gene	0.008199828519	-0.0	0.397065535382
b2456	6	gene	0.008199828519	-0.0	0.397065535382
b2455	6	gene	0.008199828519	-0.0	0.397065535382
b2454	6	gene	0.008199828519	-0.0	0.397065535382
b2453	6	gene	0.008199828519	-0.0	0.397065535382
b2452	6	gene	0.008199828519	-0.0	0.397065535382
b2451	6	gene	0.008199828519	-0.0	0.397065535382
b2450	6	gene	0.008199828519	-0.0	0.397065535382
b2449	6	gene	0.008199828519	-0.0	0.397065535382
b2448	6	gene	0.008199828519	-0.0	0.397065535382
b2447	6	gene	0.008199828519	-0.0	0.397065535382
b2446	6	gene	0.008199828519	-0.0	0.397065535382
PM0-46124	6	promoter	0.008199828519	-0.0	0.397065535382
b2445	6	gene	0.008199828519	-0.0	0.397065535382
b2444	6	gene	0.008199828519	-0.0	0.397065535382
b2443	6	gene	0.008199828519	-0.0	0.397065535382
b2442	6	gene	0.008199828519	-0.0	0.397065535382
b2438	6	gene	0.008199828519	-0.0	0.396962729899
b2437	6	gene	0.008199828519	-0.0	0.396962729899
PM0-2922	6	promoter	0.008199828519	-0.0	0.396957193104
PM0-2921	6	promoter	0.008199828519	-0.0	0.396936925484
b2433	6	gene	0.008199828519	-0.0	0.396913122009
PM0-3684	6	promoter	0.008199828519	-0.0	0.396913122009
b0033	5	gene	0.007772871788	0.00597326915561	0.018507124017
b0032	5	gene	0.007772871788	0.00179960263235	0.0167075213847
PM00319	5	promoter	0.007772871788	-0.0	0.018507124017
PM00151	5	promoter	0.007772871788	-0.0	0.0167075213847
b0014	4	gene	0.00742837723288	0.00706598809746	0.00441178321012
b0015	4	gene	0.00742837723288	0.000362389135442	0.0114777713076
b0018	4	gene	0.00742837723288	-0.0	0.011840160443
b4412	4	gene	0.00742837723288	-0.0	0.011840160443
b0016	4	gene	0.00742837723288	-0.0	0.011840160443
PM00316	4	promoter	0.00742837723288	-0.0	0.00441178321012
b0013	4	gene	0.00742837723288	-0.0	0.00441178321012
b0011	4	gene	0.00742837723288	-0.0	0.00441178321012
b2903	3	gene	0.007212624464	0.00346280324434	0.49504445972
b2904	3	gene	0.007212624464	0.00117965471488	0.498507262965
b2905	3	gene	0.007212624464	0.00100708421722	0.49968691768
b2908	3	gene	0.007212624464	0.000755373999756	0.500748938772
b2898	3	gene	0.007212624464	0.000306136140223	0.494533675098
b2901	3	gene	0.007212624464	0.000204175920207	0.494839811238
b2910	3	gene	0.007212624464	0.000130266819211	0.50157948545
b2909	3	gene	0.007212624464	7.51726784878e-05	0.501504312772
b2906	3	gene	0.007212624464	3.46457733535e-05	0.500694001897
b2897	3	gene	0.007212624464	2.44689226387e-05	0.494509206175
b2907	3	gene	0.007212624464	2.02911020241e-05	0.50072864767
b2896	3	gene	0.007212624464	9.62940992973e-06	0.494499576765
b2894	3	gene	0.007212624464	2.44895894305e-06	0.494497127806
b2902	3	gene	0.007212624464	4.7256217996e-07	0.495043987158
PM0-46275	3	promoter	0.007212624464	-0.0	0.50157948545
PM00233	3	promoter	0.007212624464	-0.0	0.500694001897
b2900	3	gene	0.007212624464	-0.0	0.494839811238
b2899	3	gene	0.007212624464	-0.0	0.494839811238
PM0-10118	3	promoter	0.007212624464	-0.0	0.494533675098
PM0-10117	3	promoter	0.007212624464	-0.0	0.494533675098
b2895	3	gene	0.007212624464	-0.0	0.494499576765
PM0-3382	3	promoter	0.007212624464	-0.0	0.494499576765
PM0-9743	3	promoter	0.007212624464	-0.0	0.494499576765
b3871	2	gene	0.007094176425	0.00331761003999	0.858328430872
b3870	2	gene	0.007094176425	0.00301412794842	0.855314302924
b3895	2	gene	0.007094176425	0.000358416355944	0.862050062993
b3893	2	gene	0.007094176425	0.000232304915779	0.861780516395
b3891	2	gene	0.007094176425	0.000128070874946	0.86165244552
b3894	2	gene	0.007094176425	3.72416823871e-05	0.862012821311
b3885	2	gene	0.007094176425	2.00280621594e-06	0.861649348148
b3884	2	gene	0.007094176425	1.9356744667e-06	0.861647412474
b3878	2	gene	0.007094176425	1.3715614329e-06	0.861646040912
b3888	2	gene	0.007094176425	5.99839802485e-07	0.86165184568
b3887	2	gene	0.007094176425	4.94725778641e-07	0.861651350954
b3892	2	gene	0.007094176425	-0.0	0.861780516395
b3890	2	gene	0.007094176425	-0.0	0.86165244552
b3889	2	gene	0.007094176425	-0.0	0.86165244552
b3886	2	gene	0.007094176425	-0.0	0.861651350954
PM0-10169	2	promoter	0.007094176425	-0.0	0.861649348148
b3883	2	gene	0.007094176425	-0.0	0.861647412474
b3882	2	gene	0.007094176425	-0.0	0.861647412474
b3881	2	gene	0.007094176425	-0.0	0.861647412474
b3880	2	gene	0.007094176425	-0.0	0.861647412474
b3879	2	gene	0.007094176425	-0.0	0.861647412474
b3877	2	gene	0.007094176425	-0.0	0.861646040912
b3876	2	gene	0.007094176425	-0.0	0.861646040912
b3875	2	gene	0.007094176425	-0.0	0.861646040912
b3874	2	gene	0.007094176425	-0.0	0.861646040912
b3873	2	gene	0.007094176425	-0.0	0.861646040912
b3872	2	gene	0.007094176425	-0.0	0.861646040912
PM00034	2	promoter	0.007094176425	-0.0	0.858328430872
b1676	1	gene	0.00686244403	0.00465090873164	0.281580054805
b1677	1	gene	0.00686244403	0.00138349899309	0.286230963537
b1687	1	gene	0.00686244403	0.000252089030462	0.287944374696
b1678	1	gene	0.00686244403	0.00011851247363	0.28761446253
b1664	1	gene	0.00686244403	9.65231779436e-05	0.281335003001
b1675	1	gene	0.00686244403	8.1095884078e-05	0.281498958921
b1682	1	gene	0.00686244403	7.14310105748e-05	0.287801598665
b1667	1	gene	0.00686244403	5.51204963526e-05	0.281431526179
b1683	1	gene	0.00686244403	3.67436891804e-05	0.287873029676
b1680	1	gene	0.00686244403	3.45182776173e-05	0.287732975004
b1681	1	gene	0.00686244403	3.41053836997e-05	0.287767493281
b1686	1	gene	0.00686244403	2.07830831314e-05	0.287923591613
b1685	1	gene	0.00686244403	1.38182485346e-05	0.287909773365
b1674	1	gene	0.00686244403	6.55108306629e-06	0.281492407838
b1668	1	gene	0.00686244403	3.307742424e-06	0.281486646675
b1673	1	gene	0.00686244403	2.45342069276e-06	0.281489954417
b1688	1	gene	0.00686244403	9.83303811637e-07	0.288196463727
b4430	1	gene	0.00686244403	-0.0	0.287909773365
PM0-2801	1	promoter	0.00686244403	-0.0	0.287909773365
b1684	1	gene	0.00686244403	0.0	0.287909773365
b1679	1	gene	0.00686244403	-0.0	0.287732975004
PM0-8763	1	promoter	0.00686244403	-0.0	0.286230963537
PM00585	1	promoter	0.00686244403	-0.0	0.281580054805
PM0-10196	1	promoter	0.00686244403	-0.0	0.281498958921
b1672	1	gene	0.00686244403	-0.0	0.281489954417
b1671	1	gene	0.00686244403	-0.0	0.281489954417
b1670	1	gene	0.00686244403	-0.0	0.281489954417
b1669	1	gene	0.00686244403	-0.0	0.281489954417
b1666	1	gene	0.00686244403	-0.0	0.281431526179
b1665	1	gene	0.00686244403	-0.0	0.281431526179
PM00648	1	promoter	0.00686244403	-0.0	0.281431526179
PM0-9712	1	promoter	0.00686244403	-0.0	0.281431526179
