$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	iBAQ_Step04	iBAQ_Step04_cumulative_abundance
b3486	1	gene	0.00713520824561	6.35038762148e-06	0.785319534128
b3492	1	gene	0.00713520824561	3.01895466999e-06	0.785398652847
PM0-15	1	promoter	0.00713520824561	-3.56448835719e-07	0.792212747145
PM0-10146	1	promoter	0.00713520824561	-3.56448835719e-07	0.792180151964
PM0-9720	1	promoter	0.00713520824561	-3.56448835719e-07	0.792180508413
b3497	1	gene	0.00713520824561	-3.56448835719e-07	0.791959176247
b3496	1	gene	0.00713520824561	-3.56448835719e-07	0.791959532696
PM00451	1	promoter	0.00713520824561	-3.56448835719e-07	0.785473684546
PM0-1358	1	promoter	0.00713520824561	-3.56448835719e-07	0.785474040995
b3494	1	gene	0.00713520824561	-3.56448835719e-07	0.785474397444
PM0-8927	1	promoter	0.00713520824561	-3.56448835719e-07	0.785401671802
b3491	1	gene	0.00713520824561	-3.56448835719e-07	0.785399009296
PM0-36192	1	promoter	0.00713520824561	-3.56448835719e-07	0.785399365745
b4660	1	gene	0.00713520824561	-3.56448835719e-07	0.785399722194
b3488	1	gene	0.00713520824561	-3.56448835719e-07	0.785400078643
